year,agency_id,alloc_id,account,pa_code,pa_name
2016,91,   ,8324,101,Adult basic and literacy education State grants
2016,91,   ,8324,102,Adult education national leadership activities
2016,91,   ,201,1,Strengthening institutions
2016,91,   ,201,2,Strengthening tribally controlled colleges and universities
2016,91,   ,201,3,Strengthening Alaska Native and Native Hawaiian-serving institutions
2016,91,   ,201,4,Strengthening historically Black colleges and universities
2016,91,   ,201,5,Strengthening historically Black graduate institutions
2016,91,   ,201,6,Masters degree programs for HBCUs and predominantly Black institutions
2016,91,   ,201,7,Strengthening predominantly Black institutions
2016,91,   ,201,8,Strengthening Asian American- and Native American Pacific Islander-serving institutions
2016,91,   ,201,9,Strengthening Native American-serving nontribal institutions
2016,91,   ,201,10,Minority science and engineering improvement
2016,91,   ,201,101,Developing Hispanic-serving institutions
2016,91,   ,201,102,Developing Hispanic-serving institution STEM and articulation programs
2016,91,   ,201,103,Promoting baccalaureate opportunities for Hispanic Americans
2016,91,   ,201,104,International education and foreign language studies
2016,91,   ,201,105,Fund for the Improvement of Postsecondary Education
2016,91,   ,201,106,Model transition programs for students with intellectual disabilities into higher education
2016,91,   ,201,107,Tribally controlled postsecondary career and technical institutions
2016,91,   ,201,201,Federal TRIO programs
2016,91,   ,201,202,Gaining early awareness and readiness for undergraduate programs (GEAR UP)
2016,91,   ,201,203,Graduate assistance in areas of national need
2016,91,   ,201,204,Child care access means parents in school
2016,91,   ,201,301,Teacher quality partnership
2016,91,   ,201,302,GPRA data/HEA program evaluation
2016,91,   ,201,303,College access challenge grants
2016,91,   ,603,1,General support
2016,91,   ,603,2,Howard University Hospital
2016,91,   ,241,701,Direct loan subsidy
2016,91,   ,241,705,Reestimates of direct loan subsidy
2016,91,   ,241,709,Administrative expenses
2016,91,   ,1901,701,Direct loan subsidy
2016,91,   ,1901,705,Reestimates of direct loan subsidy
2016,91,   ,1901,709,Administrative expenses
2016,91,   ,4252,713,Payment of interest to Treasury
2016,91,   ,240,713,Payment of interest to Treasury
2016,91,   ,242,713,Payment of interest to Treasury
2016,91,   ,4250,713,Payment of interest to Treasury
2016,91,   ,4255,4,Interest paid to Treasury (FFB)
2016,91,   ,4255,710,Direct loan obligations
2016,91,   ,4255,742,Downward reestimate paid to receipt account
2016,91,   ,4255,743,Interest on downward reestimates
2016,91,   ,200,101,Federal Pell grants
2016,91,   ,200,201,Federal supplemental educational opportunity grants (SEOG)
2016,91,   ,200,202,Federal work-study
2016,91,   ,248,101,Federal Pell grants
2016,91,   ,248,201,Federal supplemental educational opportunity grants (SEOG)
2016,91,   ,248,202,Federal work-study
2016,91,   ,202,1,Student aid administration
2016,91,   ,202,2,Discretionary servicing activities
2016,91,   ,206,701,Direct loan subsidy
2016,91,   ,206,705,Reestimates of direct loan subsidy
2016,91,   ,4290,710,Direct loan obligations
2016,91,   ,4290,713,Payment of interest to Treasury
2016,91,   ,4290,742,Downward reestimate paid to receipt account
2016,91,   ,4290,743,Interest on downward reestimates
2016,91,   ,5557,1,Student Financial Assistance Debt Collection
2016,91,   ,4257,102,"Obligations, non-Federal"
2016,91,   ,243,703,Subsidy for modifications of direct loans
2016,91,   ,243,705,Reestimates of direct loan subsidy
2016,91,   ,243,706,Interest on reestimates of direct loan subsidy
2016,91,   ,4253,301,Consolidation loans-Payment of Orig. Services
2016,91,   ,4253,401,Payment of contract collection costs
2016,91,   ,4253,710,Direct loan obligations
2016,91,   ,4253,713,Payment of interest to Treasury
2016,91,   ,4253,740,Negative subsidy obligations
2016,91,   ,4253,742,Downward reestimate paid to receipt account
2016,91,   ,4253,743,Interest on downward reestimates
2016,91,   ,231,705,Reestimates of direct loan subsidy
2016,91,   ,231,706,Interest on reestimates of direct loan subsidy
2016,91,   ,231,707,Reestimates of loan guarantee subsidy
2016,91,   ,231,708,Interest on reestimates of loan guarantee subsidy
2016,91,   ,4251,101,Default claims
2016,91,   ,4251,102,Special allowance
2016,91,   ,4251,103,Interest benefits
2016,91,   ,4251,104,"Death, disability, and bankruptcy claims"
2016,91,   ,4251,105,"Teacher loan forgiveness, other write-offs"
2016,91,   ,4251,107,Contract collection costs
2016,91,   ,4251,110,Guaranty Agency account maintenance fees
2016,91,   ,4251,202,Default claims
2016,91,   ,4251,203,Special allowance
2016,91,   ,4251,204,"Death, disability, and bankruptcy claims"
2016,91,   ,4251,205,"Teacher loan forgiveness, other write-offs"
2016,91,   ,4251,207,Contract collection costs
2016,91,   ,4251,210,Guaranty Agency account maintenance fees
2016,91,   ,4251,301,Default claims
2016,91,   ,4251,304,"Death, disability, and bankruptcy claims"
2016,91,   ,4251,307,Contract Collection Costs
2016,91,   ,4251,310,Guaranty Agency account maintenance fees
2016,91,   ,4251,403,Default claims
2016,91,   ,4251,405,"Death, disability, and bankruptcy claims"
2016,91,   ,4251,407,Contract collection costs
2016,91,   ,4251,501,Default claims
2016,91,   ,4251,502,Special allowance
2016,91,   ,4251,503,Interest benefits
2016,91,   ,4251,504,"Death, disability, and bankruptcy claims"
2016,91,   ,4251,505,"Teacher loan forgiveness, other write-offs"
2016,91,   ,4251,507,Contract collection costs
2016,91,   ,4251,510,Guaranty Agency account maintenance fees
2016,91,   ,4251,713,Payment of interest to Treasury
2016,91,   ,4251,741,Modification savings
2016,91,   ,4251,742,Downward reestimate paid to receipt account
2016,91,   ,4251,743,Interest on downward reestimates
2016,91,   ,4453,6,Contract collection costs
2016,91,   ,4453,713,Payment of interest to Treasury
2016,91,   ,4453,742,Downward reestimate paid to receipt account
2016,91,   ,4453,743,Interest on downward reestimates
2016,91,   ,4449,5,Contract collection costs
2016,91,   ,4449,713,Payment of interest to Treasury
2016,91,   ,4449,742,Downward reestimate paid to receipt account
2016,91,   ,4449,743,Interest on downward reestimates
2016,91,   ,4459,3,Contract collection costs
2016,91,   ,4459,713,Payment of interest to Treasury
2016,91,   ,4459,742,Downward reestimate paid to receipt account
2016,91,   ,4459,743,Interest on downward reestimates
2016,91,   ,230,101,"Interest benefits, net of origination fees"
2016,91,   ,230,103,Default claims
2016,91,   ,230,104,"Death, disability, and bankruptcy claims"
2016,91,   ,230,105,Contract collection costs
2016,91,   ,230,201,Default claims
2016,91,   ,230,202,"Death, disability, and bankruptcy claims"
2016,91,   ,230,205,Contract collection costs
2016,91,   ,4300,711,Default claim payments on principal
2016,91,   ,4300,742,Downward reestimate paid to receipt account
2016,91,   ,4300,743,Interest on downward reestimates
2016,91,   ,4299,713,Payment of interest to Treasury
2016,91,   ,1100,1,"Research, development, and dissemination"
2016,91,   ,1100,2,Statistics
2016,91,   ,1100,3,Regional educational laboratories
2016,91,   ,1100,4,National Assessment
2016,91,   ,1100,5,National Assessment Governing Board
2016,91,   ,1100,6,Research in special education
2016,91,   ,1100,7,Statewide longitudinal data systems
2016,91,   ,1100,8,Special education studies and evaluations
2016,91,   ,1100,801,Institute of Education Sciences (Reimbursable)
2016,91,   ,800,1,Program administration
2016,91,   ,800,801,Reimbursable program activity
2016,91,   ,8258,1,Program administration
2016,91,   ,8258,801,Reimbursable program activity
2016,91,   ,700,1,Civil rights
2016,91,   ,1400,1,Inspector General
2016,89,   ,313,10,Federal Salaries and Expenses
2016,89,   ,314,10,Naval reactors development
2016,89,   ,314,20,Program Direction
2016,89,   ,314,30,S8G prototype refueling
2016,89,   ,314,40,Naval reactors operations and infrastructure
2016,89,   ,314,50,Construction
2016,89,   ,314,60,OHIO replacement reactor systems development
2016,89,   ,240,20,Directed stockpile work
2016,89,   ,240,21,Science
2016,89,   ,240,22,Engineering
2016,89,   ,240,23,Inertial confinement fusion ignition and high yield
2016,89,   ,240,24,Advanced simulation and computing
2016,89,   ,240,25,Readiness campaign
2016,89,   ,240,26,Readiness in technical base and facilities
2016,89,   ,240,27,Secure transportation asset
2016,89,   ,240,28,Advanced manufacturing
2016,89,   ,240,29,Infrastructure and safety
2016,89,   ,240,150,Nuclear counterterrorism incident response
2016,89,   ,240,161,Counterterrorism and counterproliferation
2016,89,   ,240,170,Site stewardship
2016,89,   ,240,179,Information technology and cybersecurity
2016,89,   ,240,180,Defense nuclear security
2016,89,   ,240,181,Cyber security
2016,89,   ,240,182,NNSA CIO Activities
2016,89,   ,240,183,Legacy contractor pensions
2016,89,   ,240,185,"Domestic Uranium Research, Development and Demonstration"
2016,89,   ,240,810,Weapons Activities (Reimbursable)
2016,89,   ,309,10,Defense nuclear nonproliferation research and development
2016,89,   ,309,30,Nonproliferation and international security
2016,89,   ,309,40,International material protection and cooperation (formerly international nuclear materials protection and cooperation)
2016,89,   ,309,50,U.S. surplus fissile materials disposition
2016,89,   ,309,71,Global material security
2016,89,   ,309,72,Material management and minimization
2016,89,   ,309,73,Nonproliferation and arms control
2016,89,   ,309,74,Nonproliferation construction
2016,89,   ,309,75,Nuclear counterterrorism incident response
2016,89,   ,309,76,Counterterrorism and counterproliferation
2016,89,   ,309,80,Global threat reduction initiative
2016,89,   ,309,85,Legacy contractor pensions
2016,89,   ,309,801,INMP&C international contributions
2016,89,   ,309,802,GTRI international contribution
2016,89,   ,251,1,Closure Sites
2016,89,   ,251,2,Hanford Site
2016,89,   ,251,3,River Protection - Tank Farm
2016,89,   ,251,4,River Protection - Waste Treatment Plant
2016,89,   ,251,5,Idaho
2016,89,   ,251,6,NNSA Sites
2016,89,   ,251,7,Oak Ridge
2016,89,   ,251,8,Savannah River
2016,89,   ,251,9,Waste Isolation Pilot Plant
2016,89,   ,251,10,Program Support
2016,89,   ,251,11,Safeguards & Security
2016,89,   ,251,12,Technology Development & Demonstration
2016,89,   ,251,13,Program Direction
2016,89,   ,251,14,UED&D Fund Contribution
2016,89,   ,251,15,SPRU
2016,89,   ,243,8,"Environment, Health, Safety, and Security Mission Support"
2016,89,   ,243,9,Independent Enterprise Assessments
2016,89,   ,243,10,"Health, safety and security"
2016,89,   ,243,15,Specialized security activities
2016,89,   ,243,20,Legacy management
2016,89,   ,243,30,Defense related administrative support
2016,89,   ,243,60,Hearings and Appeals
2016,89,   ,243,810,Other Defense Activities (Reimbursable)
2016,89,   ,244,1,Direct program activity
2016,89,   ,222,1,Basic Energy Sciences
2016,89,   ,222,2,Advanced Scientific Computing Research
2016,89,   ,222,3,Biological and Environmental Research
2016,89,   ,222,4,High Energy Physics
2016,89,   ,222,5,Nuclear Physics
2016,89,   ,222,6,Fusion Energy Sciences
2016,89,   ,222,7,Science Laboratories Infrastructure
2016,89,   ,222,8,Science Program Direction
2016,89,   ,222,9,Workforce Development for Teachers and Scientists
2016,89,   ,222,10,Safeguards and Security
2016,89,   ,222,11,Small Business Innovation Research
2016,89,   ,222,12,Small Business Technology Transfer
2016,89,   ,222,801,Science (Reimbursable)
2016,89,   ,337,1,ARPA-E Projects
2016,89,   ,337,2,Program Direction
2016,89,   ,337,801,Advanced Research Projects Agency - Energy (Reimbursable)
2016,89,   ,319,32,Reactor Concepts RD&D
2016,89,   ,319,41,Fuel Cycle R&D
2016,89,   ,319,42,Integrated University Program
2016,89,   ,319,43,Nuclear Energy Enabling Technologies R&D
2016,89,   ,319,301,Radiological Facilities Management
2016,89,   ,319,401,Idaho Facilities Management
2016,89,   ,319,450,Idaho National Laboratory safeguards and security
2016,89,   ,319,451,International Nuclear Safety
2016,89,   ,319,501,Small Modular Reactor Licensing Technical Support Program
2016,89,   ,319,502,Supercritical Transformational Electric Power Generation
2016,89,   ,319,551,Program Direction
2016,89,   ,319,552,International Nuclear Energy Cooperation
2016,89,   ,319,801,Nuclear Energy (Reimbursable)
2016,89,   ,318,10,Research and Development
2016,89,   ,318,11,Clean Energy Transmission and Reliability
2016,89,   ,318,12,Smart Grid R&D
2016,89,   ,318,13,Cybersecurity for Energy Delivery Systems
2016,89,   ,318,14,Energy Storage
2016,89,   ,318,15,Transformer Resilience and Advanced Components
2016,89,   ,318,17,Energy Grants to States
2016,89,   ,318,20,Infrastructure Security and Energy Restoration
2016,89,   ,318,30,National Electricity Delivery
2016,89,   ,318,40,Program Direction
2016,89,   ,318,801,Reimbursable work
2016,89,   ,321,1,Vehicle Technologies
2016,89,   ,321,2,Bioenergy Technologies
2016,89,   ,321,3,Hydrogen & Fuel Cell Technologies
2016,89,   ,321,101,Solar Energy
2016,89,   ,321,102,Wind Energy
2016,89,   ,321,103,Water Power
2016,89,   ,321,104,Geothermal Technologies
2016,89,   ,321,201,Advanced Manufacturing
2016,89,   ,321,202,Building Technologies
2016,89,   ,321,203,Weatherization & Intergovernmental Activities
2016,89,   ,321,204,Federal Energy Management Program
2016,89,   ,321,301,Program Direction & Support
2016,89,   ,321,302,Strategic Programs
2016,89,   ,321,303,Facilities & Infrastructure
2016,89,   ,321,810,Energy Efficiency and Renewable Energy (Reimbursable)
2016,89,   ,250,2,Fast Flux Test Facility
2016,89,   ,250,3,Gaseous Diffusion Plants
2016,89,   ,250,4,Small Sites
2016,89,   ,250,5,West Valley Demonstration Project
2016,89,   ,250,801,Non-defense Environmental Cleanup (Reimbursable)
2016,89,   ,315,2,Fast Flux Test Facility
2016,89,   ,315,3,Gaseous Diffusion Plants
2016,89,   ,315,4,Small Sites
2016,89,   ,315,5,West Valley Demonstration Project
2016,89,   ,315,801,Non-defense Environmental Cleanup (Reimbursable)
2016,89,   ,213,2,Carbon Capture
2016,89,   ,213,3,Carbon Storage
2016,89,   ,213,4,Advanced Energy Systems
2016,89,   ,213,5,Cross-Cutting Research
2016,89,   ,213,12,Program Direction - Management
2016,89,   ,213,13,Program Direction - NETL R&D
2016,89,   ,213,14,Plant and Capital Equipment
2016,89,   ,213,16,Environmental Restoration
2016,89,   ,213,17,Special Recruitment Program
2016,89,   ,213,20,Natural gas technologies
2016,89,   ,213,21,Unconventional FE Technologies
2016,89,   ,213,22,STEP (Supercritical CO2)
2016,89,   ,213,23,Super Computer
2016,89,   ,213,801,Fossil Energy Research and Development (Reimbursable)
2016,89,   ,214,2,Carbon Capture
2016,89,   ,214,3,Carbon Storage
2016,89,   ,214,4,Advanced Energy Systems
2016,89,   ,214,5,Cross-Cutting Research
2016,89,   ,214,12,Program Direction - Management
2016,89,   ,214,13,Program Direction - NETL R&D
2016,89,   ,214,14,Plant and Capital Equipment
2016,89,   ,214,16,Environmental Restoration
2016,89,   ,214,17,Special Recruitment Program
2016,89,   ,214,20,Natural gas technologies
2016,89,   ,214,21,Unconventional FE Technologies
2016,89,   ,214,22,STEP (Supercritical CO2)
2016,89,   ,214,23,Super Computer
2016,89,   ,214,801,Fossil Energy Research and Development (Reimbursable)
2016,89,   ,219,1,Production and Operations
2016,89,   ,219,2,Naval Petroleum and Oil Shale Reserves Program Direction
2016,89,   ,218,1,SPR Management
2016,89,   ,218,2,SPR Storage Facilities Development
2016,89,   ,234,1,SPR Management
2016,89,   ,234,2,SPR Storage Facilities Development
2016,89,   ,5276,1,SPR Management
2016,89,   ,5276,2,SPR Storage Facilities Development
2016,89,   ,5289,1,SPR Management
2016,89,   ,5289,2,SPR Storage Facilities Development
2016,89,   ,233,1,Direct program activity
2016,89,   ,216,1,Obligations by Program Activity
2016,89,   ,212,801,"Ensure Just and Reasonable Rates, Terms & Conditions"
2016,89,   ,212,802,"Promote Safe, Reliable, Secure & Efficient Infrastructure"
2016,89,   ,212,803,Mission Support through Organizational Excellence
2016,89,   ,5230,801,"Ensure Just and Reasonable Rates, Terms & Conditions"
2016,89,   ,5230,802,"Promote Safe, Reliable, Secure & Efficient Infrastructure"
2016,89,   ,5230,803,Mission Support through Organizational Excellence
2016,89,   ,5523,1,Consortium-Ultra-Deepwater
2016,89,   ,5428,1,Elk Hills School Lands Fund (Direct)
2016,89,   ,5105,1,Payments to States under Federal Power Act (Direct)
2016,89,   ,5369,1,NEHOR
2016,89,   ,5227,1,Repository
2016,89,   ,5231,1,Oak Ridge
2016,89,   ,5231,2,Paducah
2016,89,   ,5231,3,Portsmouth
2016,89,   ,5231,4,Pension and Community and Regulatory Support
2016,89,   ,5231,5,Title X Uranium/Thorium Reimbursement Program
2016,89,   ,4180,801,Isotope Production and Distribution Reimbursable program
2016,89,   ,322,701,Direct loan subsidy
2016,89,   ,322,705,Reestimates of direct loan subsidy
2016,89,   ,322,706,Interest on reestimates of direct loan subsidy
2016,89,   ,322,709,Administrative expenses
2016,89,   ,323,701,Direct loan subsidy
2016,89,   ,323,705,Reestimates of direct loan subsidy
2016,89,   ,323,706,Interest on reestimates of direct loan subsidy
2016,89,   ,323,709,Administrative expenses
2016,89,   ,4579,710,Direct loan obligations
2016,89,   ,4579,713,Payment of interest to Treasury
2016,89,   ,4579,715,Interest paid to FFB
2016,89,   ,4579,742,Downward reestimate paid to receipt account
2016,89,   ,208,701,Direct loan subsidy
2016,89,   ,208,705,Reestimates of direct loan subsidy
2016,89,   ,208,706,Interest on reestimates of direct loan subsidy
2016,89,   ,208,707,Reestimates of loan guarantee subsidy
2016,89,   ,208,708,Interest on reestimates of loan guarantee subsidy
2016,89,   ,208,709,Administrative expenses
2016,89,   ,209,701,Direct loan subsidy
2016,89,   ,209,705,Reestimates of direct loan subsidy
2016,89,   ,209,706,Interest on reestimates of direct loan subsidy
2016,89,   ,209,707,Reestimates of loan guarantee subsidy
2016,89,   ,209,708,Interest on reestimates of loan guarantee subsidy
2016,89,   ,209,709,Administrative expenses
2016,89,   ,4455,710,Direct loan obligations
2016,89,   ,4455,713,Payment of interest to Treasury
2016,89,   ,4455,715,Interest paid to FFB
2016,89,   ,4455,740,Negative subsidy obligations
2016,89,   ,4455,742,Downward reestimate paid to receipt account
2016,89,   ,4455,743,Interest on downward reestimates
2016,89,   ,4576,710,Direct loan obligations
2016,89,   ,4576,713,Payment of interest to Treasury
2016,89,   ,4576,715,Interest paid to FFB
2016,89,   ,4576,740,Negative subsidy obligations
2016,89,   ,4576,742,Downward reestimate paid to receipt account
2016,89,   ,4576,743,Interest on downward reestimates
2016,89,   ,4486,711,Default claim payments on principal
2016,89,   ,4486,712,Default claim payments on interest
2016,89,   ,4486,742,Downward reestimate paid to receipt account
2016,89,   ,4486,743,Interest on downward reestimates
2016,89,   ,4577,711,Default claim payments on principal
2016,89,   ,4577,712,Default claim payments on interest
2016,89,   ,4577,742,Downward reestimate paid to receipt account
2016,89,   ,4577,743,Interest on downward reestimates
2016,89,   ,302,801,Purchase Power and Wheeling
2016,89,   ,302,802,Annual Expenses and other costs repaid in one year
2016,89,   ,303,1,Systems operation and maintenance
2016,89,   ,303,3,Construction
2016,89,   ,303,4,Program direction
2016,89,   ,303,805,Purchase power and wheeling
2016,89,   ,303,810,Other reimbursable activities
2016,89,   ,303,811,Annual Expenses
2016,89,   ,5068,1,Systems operation and maintenance
2016,89,   ,5068,4,Program direction
2016,89,   ,5068,101,Capital investment
2016,89,   ,5068,802,Purchase Power and Wheeling
2016,89,   ,5068,803,Annual Expenses
2016,89,   ,5068,804,Other Reimbursable
2016,89,   ,5655,1,Systems operation and maintenance
2016,89,   ,5655,4,Program direction
2016,89,   ,5655,101,Capital investment
2016,89,   ,5655,802,Purchase Power and Wheeling
2016,89,   ,5655,803,Annual Expenses
2016,89,   ,5655,804,Other Reimbursable
2016,89,   ,4404,102,Transmission Infrastructure Program Projects
2016,89,   ,4404,811,"Western Area Power Administration, Borrowing Authority, Recovery (Reimbursable)"
2016,89,   ,5178,801,Reimbursable program activity - Annual expenses
2016,89,   ,5178,802,Reimbursable program activity - Alternative Financing
2016,89,   ,4452,801,Program direction
2016,89,   ,4452,802,"Equipment, Contracts and Related Expenses"
2016,89,   ,4045,801,Power business line
2016,89,96,4045,801,Power business line
2016,89,   ,4045,802,Residential exchange
2016,89,96,4045,802,Residential exchange
2016,89,   ,4045,803,Bureau of Reclamation
2016,89,96,4045,803,Bureau of Reclamation
2016,89,   ,4045,804,Corp of Engineers
2016,89,96,4045,804,Corp of Engineers
2016,89,   ,4045,805,Colville settlement
2016,89,96,4045,805,Colville settlement
2016,89,   ,4045,806,U.S. Fish & Wildlife
2016,89,96,4045,806,U.S. Fish & Wildlife
2016,89,   ,4045,807,Planning council
2016,89,96,4045,807,Planning council
2016,89,   ,4045,808,Fish and Wildlife
2016,89,96,4045,808,Fish and Wildlife
2016,89,   ,4045,811,Transmission business line
2016,89,96,4045,811,Transmission business line
2016,89,   ,4045,812,Conservation and energy efficiency
2016,89,96,4045,812,Conservation and energy efficiency
2016,89,   ,4045,813,Interest
2016,89,96,4045,813,Interest
2016,89,   ,4045,814,Pension and health benefits
2016,89,96,4045,814,Pension and health benefits
2016,89,   ,4045,821,Power business line
2016,89,96,4045,821,Power business line
2016,89,   ,4045,822,Transmission services
2016,89,96,4045,822,Transmission services
2016,89,   ,4045,823,Conservation and energy efficiency
2016,89,96,4045,823,Conservation and energy efficiency
2016,89,   ,4045,824,Fish and Wildlife
2016,89,96,4045,824,Fish and Wildlife
2016,89,   ,4045,825,Capital Equipment
2016,89,96,4045,825,Capital Equipment
2016,89,   ,4045,826,Projects funded in advance
2016,89,96,4045,826,Projects funded in advance
2016,89,   ,4045,827,Capitalized Bond Premiums
2016,89,96,4045,827,Capitalized Bond Premiums
2016,89,   ,228,2,Cost of Work
2016,89,   ,228,3,Office of the Secretary
2016,89,   ,228,4,Office of Congressional and Intergovernmental Affairs
2016,89,   ,228,5,Office of Public Affairs
2016,89,   ,228,6,General Counsel
2016,89,   ,228,8,Economic Impact and Diversity
2016,89,   ,228,9,Chief Financial Officer
2016,89,   ,228,10,Chief Information Officer
2016,89,   ,228,11,Human Capital Management
2016,89,   ,228,12,Indian Energy Policy
2016,89,   ,228,13,Energy Policy and Systems Analysis
2016,89,   ,228,14,International Affairs
2016,89,   ,228,15,Office of Small and Disadvantaged Business Utilization
2016,89,   ,228,18,Management
2016,89,   ,228,801,Reimbursable program activity
2016,89,   ,5228,2,Cost of Work
2016,89,   ,5228,3,Office of the Secretary
2016,89,   ,5228,4,Office of Congressional and Intergovernmental Affairs
2016,89,   ,5228,5,Office of Public Affairs
2016,89,   ,5228,6,General Counsel
2016,89,   ,5228,8,Economic Impact and Diversity
2016,89,   ,5228,9,Chief Financial Officer
2016,89,   ,5228,10,Chief Information Officer
2016,89,   ,5228,11,Human Capital Management
2016,89,   ,5228,12,Indian Energy Policy
2016,89,   ,5228,13,Energy Policy and Systems Analysis
2016,89,   ,5228,14,International Affairs
2016,89,   ,5228,15,Office of Small and Disadvantaged Business Utilization
2016,89,   ,5228,18,Management
2016,89,   ,5228,801,Reimbursable program activity
2016,89,   ,8576,2,Cost of Work
2016,89,   ,8576,3,Office of the Secretary
2016,89,   ,8576,4,Office of Congressional and Intergovernmental Affairs
2016,89,   ,8576,5,Office of Public Affairs
2016,89,   ,8576,6,General Counsel
2016,89,   ,8576,8,Economic Impact and Diversity
2016,89,   ,8576,9,Chief Financial Officer
2016,89,   ,8576,10,Chief Information Officer
2016,89,   ,8576,11,Human Capital Management
2016,89,   ,8576,12,Indian Energy Policy
2016,89,   ,8576,13,Energy Policy and Systems Analysis
2016,89,   ,8576,14,International Affairs
2016,89,   ,8576,15,Office of Small and Disadvantaged Business Utilization
2016,89,   ,8576,18,Management
2016,89,   ,8576,801,Reimbursable program activity
2016,89,   ,236,1,Office of the Inspector General (Direct)
2016,89,   ,4563,801,Payroll and other personnel
2016,89,   ,4563,802,Project management and career development program
2016,89,   ,4563,810,Supplies
2016,89,   ,4563,812,Photocopying
2016,89,   ,4563,813,Printing and graphics
2016,89,   ,4563,814,"Building rental, operations & maintenance"
2016,89,   ,4563,815,iManage
2016,89,   ,4563,816,Mail and Transportation Services
2016,89,   ,4563,817,Internal control/Financial Statement Audit
2016,89,   ,4563,818,Procurement Management
2016,89,   ,4563,820,Telecommunication
2016,89,   ,4563,821,Overseas Representation
2016,89,   ,4563,822,Interagency Transfers to GSA
2016,89,   ,4563,823,Health Services
2016,89,   ,4563,824,CyberOne
2016,89,   ,4563,825,Corporate Training Services
2016,89,   ,4563,826,Financial Reporting Control Assessment
2016,89,   ,4563,827,Pension Studies
2016,75,   ,600,1,Foods
2016,75,   ,600,2,Drugs
2016,75,   ,600,3,Devices and Radiological Products
2016,75,   ,600,4,National Center for Toxicological Research
2016,75,   ,600,5,Other Activities
2016,75,   ,600,6,Other Rent and Rent Related Activities
2016,75,   ,600,7,Rental Payments
2016,75,   ,600,8,Buildings and Facilities
2016,75,   ,600,9,CRADAs
2016,75,   ,600,10,Animal Drugs and Feed
2016,75,   ,600,11,Biologics
2016,75,   ,600,12,Food and Drug Safety (no-year)
2016,75,   ,600,801,Reimbursable program (User fees)
2016,75,   ,600,802,Reimbursable program (Federal sources)
2016,75,   ,600,803,Reimbursable program (Refund Sequester collections - User fee)
2016,75,   ,601,1,Foods
2016,75,   ,601,2,Drugs
2016,75,   ,601,3,Devices and Radiological Products
2016,75,   ,601,4,National Center for Toxicological Research
2016,75,   ,601,5,Other Activities
2016,75,   ,601,6,Other Rent and Rent Related Activities
2016,75,   ,601,7,Rental Payments
2016,75,   ,601,8,Buildings and Facilities
2016,75,   ,601,9,CRADAs
2016,75,   ,601,10,Animal Drugs and Feed
2016,75,   ,601,11,Biologics
2016,75,   ,601,12,Food and Drug Safety (no-year)
2016,75,   ,601,801,Reimbursable program (User fees)
2016,75,   ,601,802,Reimbursable program (Federal sources)
2016,75,   ,601,803,Reimbursable program (Refund Sequester collections - User fee)
2016,75,   ,603,1,Foods
2016,75,   ,603,2,Drugs
2016,75,   ,603,3,Devices and Radiological Products
2016,75,   ,603,4,National Center for Toxicological Research
2016,75,   ,603,5,Other Activities
2016,75,   ,603,6,Other Rent and Rent Related Activities
2016,75,   ,603,7,Rental Payments
2016,75,   ,603,8,Buildings and Facilities
2016,75,   ,603,9,CRADAs
2016,75,   ,603,10,Animal Drugs and Feed
2016,75,   ,603,11,Biologics
2016,75,   ,603,12,Food and Drug Safety (no-year)
2016,75,   ,603,801,Reimbursable program (User fees)
2016,75,   ,603,802,Reimbursable program (Federal sources)
2016,75,   ,603,803,Reimbursable program (Refund Sequester collections - User fee)
2016,75,   ,5148,1,Foods
2016,75,   ,5148,2,Drugs
2016,75,   ,5148,3,Devices and Radiological Products
2016,75,   ,5148,4,National Center for Toxicological Research
2016,75,   ,5148,5,Other Activities
2016,75,   ,5148,6,Other Rent and Rent Related Activities
2016,75,   ,5148,7,Rental Payments
2016,75,   ,5148,8,Buildings and Facilities
2016,75,   ,5148,9,CRADAs
2016,75,   ,5148,10,Animal Drugs and Feed
2016,75,   ,5148,11,Biologics
2016,75,   ,5148,12,Food and Drug Safety (no-year)
2016,75,   ,5148,801,Reimbursable program (User fees)
2016,75,   ,5148,802,Reimbursable program (Federal sources)
2016,75,   ,5148,803,Reimbursable program (Refund Sequester collections - User fee)
2016,75,   ,4309,801,Revolving Fund for Certification and Other Services (Reimbursable)
2016,75,   ,124,9,Free Clinics Medical Malpractice
2016,75,   ,124,10,Health Centers
2016,75,   ,124,12,National Health Service Corps
2016,75,   ,124,13,Hansen's Disease Center
2016,75,   ,124,14,Payment to Hawaii for the Treatment of Hansen's Disease
2016,75,   ,124,15,Black Lung Clinics
2016,75,   ,124,16,Nursing Education Loan Repayment and Scholarships
2016,75,   ,124,17,Health Professions
2016,75,   ,124,18,Maternal and Child Health Block Grant
2016,75,   ,124,19,Healthy Start
2016,75,   ,124,20,Poison Control Centers
2016,75,   ,124,21,EMS for Children
2016,75,   ,124,22,Universal Newborn Hearing Screening
2016,75,   ,124,23,HIV/AIDS
2016,75,   ,124,24,Organ Transplantation
2016,75,   ,124,25,Bone Marrow Donor Registry
2016,75,   ,124,26,Rural Health Policy Development
2016,75,   ,124,27,Rural Health Outreach Grants
2016,75,   ,124,28,Rural Health Flexibility Grants
2016,75,   ,124,30,Telehealth
2016,75,   ,124,31,Program Management
2016,75,   ,124,32,Family Planning
2016,75,   ,124,33,Loan Repayment/Faculty Fellowship
2016,75,   ,124,35,Health Centers Tort Claim Fund
