CGAC AGENCY CODE,FPDS DEPARTMENT ID,FREC,AGENCY NAME,AGENCY ABBREVIATION,REGISTERED IN BROKER,REGISTERED IN ASP,ORIGINAL SOURCE FOR CGAC or SubTier,SUBTIER CODE,SUBTIER NAME,SUBTIER ABBREVIATION,FREC DESCRIPTION,REGISTERED IN ASP,AGENCY NAME (ORIGINAL),SUBTIER NAME (ORIGINAL),MISSION,WEBSITE,ICON FILENAME,COMMENT
016,1665,1602,Department of Labor,DOL,YES,YES,OMB File,1665,Pension Benefit Guaranty Corporation,PBGC,Pension Benefit Guaranty Corporation,YES,PENSION BENEFIT GUARANTY CORPORATION,,,,,
016,1665,1602,Department of Labor,DOL,YES,YES,OMB File,1665,Pension Benefit Guaranty Corporation,PBGC,Pension Benefit Guaranty Corporation,YES,PENSION BENEFIT GUARANTY CORPORATION,,,,,
016,1665,1602,Department of Labor,DOL,YES,YES,OMB File,1665,Pension Benefit Guaranty Corporation,PBGC,Pension Benefit Guaranty Corporation,YES,PENSION BENEFIT GUARANTY CORPORATION,,,,,
016,1665,1602,Department of Labor,DOL,YES,YES,OMB File,1665,Pension Benefit Guaranty Corporation,PBGC,Pension Benefit Guaranty Corporation,YES,PENSION BENEFIT GUARANTY CORPORATION,,,,,
016,1665,1602,Department of Labor,DOL,YES,YES,OMB File,1665,Pension Benefit Guaranty Corporation,PBGC,Pension Benefit Guaranty Corporation,YES,PENSION BENEFIT GUARANTY CORPORATION,,,,,
016,1665,1602,Department of Labor,DOL,YES,YES,OMB File,1665,Pension Benefit Guaranty Corporation,PBGC,Pension Benefit Guaranty Corporation,YES,PENSION BENEFIT GUARANTY CORPORATION,,,,,
016,1665,1602,Department of Labor,DOL,YES,YES,OMB File,1665,Pension Benefit Guaranty Corporation,PBGC,Pension Benefit Guaranty Corporation,YES,PENSION BENEFIT GUARANTY CORPORATION,,,,,
016,1665,1602,Department of Labor,DOL,YES,YES,OMB File,1665,Pension Benefit Guaranty Corporation,PBGC,Pension Benefit Guaranty Corporation,YES,PENSION BENEFIT GUARANTY CORPORATION,,,,,
016,1665,1602,Department of Labor,DOL,YES,YES,OMB File,1665,Pension Benefit Guaranty Corporation,PBGC,Pension Benefit Guaranty Corporation,YES,PENSION BENEFIT GUARANTY CORPORATION,,,,,
016,1665,1602,Department of Labor,DOL,YES,YES,OMB File,1665,Pension Benefit Guaranty Corporation,PBGC,Pension Benefit Guaranty Corporation,YES,PENSION BENEFIT GUARANTY CORPORATION,,,,,
016,1665,1602,Department of Labor,DOL,YES,YES,OMB File,1665,Pension Benefit Guaranty Corporation,PBGC,Pension Benefit Guaranty Corporation,YES,PENSION BENEFIT GUARANTY CORPORATION,,,,,
016,1665,1602,Department of Labor,DOL,YES,YES,OMB File,1665,Pension Benefit Guaranty Corporation,PBGC,Pension Benefit Guaranty Corporation,YES,PENSION BENEFIT GUARANTY CORPORATION,,,,,
016,1665,1602,Department of Labor,DOL,YES,YES,OMB File,1665,Pension Benefit Guaranty Corporation,PBGC,Pension Benefit Guaranty Corporation,YES,PENSION BENEFIT GUARANTY CORPORATION,,,,,
016,1665,1602,Department of Labor,DOL,YES,YES,OMB File,1665,Pension Benefit Guaranty Corporation,PBGC,Pension Benefit Guaranty Corporation,YES,PENSION BENEFIT GUARANTY CORPORATION,,,,,
016,1665,1602,Department of Labor,DOL,YES,YES,OMB File,1665,Pension Benefit Guaranty Corporation,PBGC,Pension Benefit Guaranty Corporation,YES,PENSION BENEFIT GUARANTY CORPORATION,,,,,
016,1665,1602,Department of Labor,DOL,YES,YES,OMB File,1665,Pension Benefit Guaranty Corporation,PBGC,Pension Benefit Guaranty Corporation,YES,PENSION BENEFIT GUARANTY CORPORATION,,,,,
016,1665,1602,Department of Labor,DOL,YES,YES,OMB File,1665,Pension Benefit Guaranty Corporation,PBGC,Pension Benefit Guaranty Corporation,YES,PENSION BENEFIT GUARANTY CORPORATION,,,,,
016,1665,1602,Department of Labor,DOL,YES,YES,OMB File,1665,Pension Benefit Guaranty Corporation,PBGC,Pension Benefit Guaranty Corporation,YES,PENSION BENEFIT GUARANTY CORPORATION,,,,,
016,1665,1602,Department of Labor,DOL,YES,YES,OMB File,1665,Pension Benefit Guaranty Corporation,PBGC,Pension Benefit Guaranty Corporation,YES,PENSION BENEFIT GUARANTY CORPORATION,,,,,
016,1665,1602,Department of Labor,DOL,YES,YES,OMB File,1665,Pension Benefit Guaranty Corporation,PBGC,Pension Benefit Guaranty Corporation,YES,PENSION BENEFIT GUARANTY CORPORATION,,,,,
016,1665,1602,Department of Labor,DOL,YES,YES,OMB File,1665,Pension Benefit Guaranty Corporation,PBGC,Pension Benefit Guaranty Corporation,YES,PENSION BENEFIT GUARANTY CORPORATION,,,,,
016,1665,1602,Department of Labor,DOL,YES,YES,OMB File,1665,Pension Benefit Guaranty Corporation,PBGC,Pension Benefit Guaranty Corporation,YES,PENSION BENEFIT GUARANTY CORPORATION,,,,,
016,1665,1602,Department of Labor,DOL,YES,YES,OMB File,1665,Pension Benefit Guaranty Corporation,PBGC,Pension Benefit Guaranty Corporation,YES,PENSION BENEFIT GUARANTY CORPORATION,,,,,
016,1665,1602,Department of Labor,DOL,YES,YES,OMB File,1665,Pension Benefit Guaranty Corporation,PBGC,Pension Benefit Guaranty Corporation,YES,PENSION BENEFIT GUARANTY CORPORATION,,,,,
016,1665,1602,Department of Labor,DOL,YES,YES,OMB File,1665,Pension Benefit Guaranty Corporation,PBGC,Pension Benefit Guaranty Corporation,YES,PENSION BENEFIT GUARANTY CORPORATION,,,,,
016,1665,1602,Department of Labor,DOL,YES,YES,OMB File,1665,Pension Benefit Guaranty Corporation,PBGC,Pension Benefit Guaranty Corporation,YES,PENSION BENEFIT GUARANTY CORPORATION,,,,,
016,1665,1602,Department of Labor,DOL,YES,YES,OMB File,1665,Pension Benefit Guaranty Corporation,PBGC,Pension Benefit Guaranty Corporation,YES,PENSION BENEFIT GUARANTY CORPORATION,,,,,
016,1665,1602,Department of Labor,DOL,YES,YES,OMB File,1665,Pension Benefit Guaranty Corporation,PBGC,Pension Benefit Guaranty Corporation,YES,PENSION BENEFIT GUARANTY CORPORATION,,,,,
016,1665,1602,Department of Labor,DOL,YES,YES,OMB File,1665,Pension Benefit Guaranty Corporation,PBGC,Pension Benefit Guaranty Corporation,YES,PENSION BENEFIT GUARANTY CORPORATION,,,,,
016,1665,1602,Department of Labor,DOL,YES,YES,OMB File,1665,Pension Benefit Guaranty Corporation,PBGC,Pension Benefit Guaranty Corporation,YES,PENSION BENEFIT GUARANTY CORPORATION,,,,,
016,1665,1602,Department of Labor,DOL,YES,YES,OMB File,1665,Pension Benefit Guaranty Corporation,PBGC,Pension Benefit Guaranty Corporation,YES,PENSION BENEFIT GUARANTY CORPORATION,,,,,
016,1665,1602,Department of Labor,DOL,YES,YES,OMB File,1665,Pension Benefit Guaranty Corporation,PBGC,Pension Benefit Guaranty Corporation,YES,PENSION BENEFIT GUARANTY CORPORATION,,,,,
016,1665,1602,Department of Labor,DOL,YES,YES,OMB File,1665,Pension Benefit Guaranty Corporation,PBGC,Pension Benefit Guaranty Corporation,YES,PENSION BENEFIT GUARANTY CORPORATION,,,,,
017,,,Department of the Navy,DON,N/A (not submitting directly),N/A (not submitting directly),A-11 Circular and CARS File,Subsumed under DOD submissions. Not listed here so as to avoid dupliation.,Subsumed under DOD submissions. Not listed here so as to avoid dupliation.,,,,,,,,,
018,1800,1800,U.S. Postal Service,USPS,YES*,NO,OMB File,18AP,Postal Union of the Americas and Spain and Portugal,UPAEP,United States Postal Service,,POSTAL SERVICE,,,,,
018,1800,1800,U.S. Postal Service,USPS,YES*,NO,OMB File,18AP,Postal Union of the Americas and Spain and Portugal,UPAEP,United States Postal Service,,POSTAL SERVICE,,,,,
018,1800,1800,U.S. Postal Service,USPS,YES*,NO,OMB File,18AP,Postal Union of the Americas and Spain and Portugal,UPAEP,United States Postal Service,,POSTAL SERVICE,,,,,
018,1800,1800,U.S. Postal Service,USPS,YES*,NO,OMB File,18AP,Postal Union of the Americas and Spain and Portugal,UPAEP,United States Postal Service,,POSTAL SERVICE,,,,,
018,1800,1800,U.S. Postal Service,USPS,YES*,NO,OMB File,18AP,Postal Union of the Americas and Spain and Portugal,UPAEP,United States Postal Service,,POSTAL SERVICE,,,,,
018,1800,1800,U.S. Postal Service,USPS,YES*,NO,OMB File,18AP,Postal Union of the Americas and Spain and Portugal,UPAEP,United States Postal Service,,POSTAL SERVICE,,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
