ACCT_NUM,ATA,AID,BPOA,EPOA,A,MAIN,SUB,GWA_TAS_NAME,Agency AID,Agency Name,ADMIN_ORG,Admin Org Name,FR Entity Type,FR Entity Description,financial_indicator_type2,FIN_IND_TYP2 description,Function Code,Function Description,Sub Function Code,Sub Function Description,DT_TM_ESTAB,DT_END
4573, ,013, , ,X,0120,000,"Salaries and Expenses, Departmental Management, Commerce",013,Department of Commerce,05,Departmental Management,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/1987 00:00:00,
54099, ,013,2011,2012, ,0120,000,"Salaries and Expenses, Departmental Management, Commerce",013,Department of Commerce,05,Departmental Management,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2010 00:00:00,
53271, ,013,2012,2012, ,0120,000,"Salaries and Expenses, Departmental Management, Commerce",013,Department of Commerce,05,Departmental Management,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2011 00:00:00,
57741, ,013,2012,2013, ,0120,000,"Salaries and Expenses, Departmental Management, Commerce",013,Department of Commerce,05,Departmental Management,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2011 00:00:00,
56603, ,013,2013,2013, ,0120,000,"Salaries and Expenses, Departmental Management, Commerce                                                                                                                                                                                        ",013,Department of Commerce,05,Departmental Management,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2012 00:00:00,
60338, ,013,2013,2014, ,0120,000,"Salaries and Expenses, Departmental Management, Commerce",013,Department of Commerce,05,Departmental Management,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2012 00:00:00,
59258, ,013,2014,2014, ,0120,000,"Salaries and Expenses, Departmental Management, Commerce",013,Department of Commerce,05,Departmental Management,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2013 00:00:00,
63562, ,013,2014,2015, ,0120,000,"Salaries and Expenses, Departmental Management, Commerce",013,Department of Commerce,05,Departmental Management,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2013 00:00:00,
63178, ,013,2015,2015, ,0120,000,"Salaries and Expenses, Departmental Management, Commerce",013,Department of Commerce,05,Departmental Management,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2014 00:00:00,
66318, ,013,2015,2016, ,0120,000,"Salaries and Expenses, Departmental Management, Commerce",013,Department of Commerce,05,Departmental Management,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2014 00:00:00,
66340, ,013,2016,2016, ,0120,000,"Salaries and Expenses, Departmental Management, Commerce",013,Department of Commerce,05,Departmental Management,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2015 00:00:00,
66362, ,013,2016,2017, ,0120,000,"Salaries and Expenses, Departmental Management, Commerce",013,Department of Commerce,05,Departmental Management,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2015 00:00:00,
70462, ,013,2017,2017, ,0120,000,"Salaries and Expenses, Departmental Management, Commerce",013,Department of Commerce,05,Departmental Management,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2016 00:00:00,
70470, ,013,2017,2018, ,0120,000,"Salaries and Expenses, Departmental Management, Commerce",013,Department of Commerce,05,Departmental Management,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2016 00:00:00,
36010, ,013, , ,X,0123,000,"Renovation and Modernization, Departmental Management, Commerce                                                                                                                                                                                 ",013,Department of Commerce,05,Departmental Management,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/15/2007 00:00:00,
50287, ,013,2011,2012, ,0124,000,"United States Travel and Tourism Promotion, International Trade Administration",013,Department of Commerce,12,International Trade Administration,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2010 00:00:00,
4576, ,013, , ,X,0125,000,"Salaries and Expenses, Economic Development Administration, Commerce",013,Department of Commerce,20,Economic Development Administration,1300,Department of Commerce, , ,450,Community and Regional Development,452,Area and regional development,05/15/1996 00:00:00,
53272, ,013,2012,2012, ,0125,000,"Salaries and Expenses, Economic Development Administration, Commerce",013,Department of Commerce,20,Economic Development Administration,1300,Department of Commerce, , ,450,Community and Regional Development,452,Area and regional development,10/01/2011 00:00:00,
56604, ,013,2013,2013, ,0125,000,"Salaries and Expenses, Economic Development Administration, Commerce                                                                                                                                                                            ",013,Department of Commerce,20,Economic Development Administration,1300,Department of Commerce, , ,450,Community and Regional Development,452,Area and regional development,10/01/2012 00:00:00,
59173, ,013,2014,2014, ,0125,000,"Salaries and Expenses, Economic Development Administration, Commerce",013,Department of Commerce,20,Economic Development Administration,1300,Department of Commerce, , ,450,Community and Regional Development,452,Area and regional development,10/01/2013 00:00:00,
63179, ,013,2015,2015, ,0125,000,"Salaries and Expenses, Economic Development Administration, Commerce",013,Department of Commerce,20,Economic Development Administration,1300,Department of Commerce, , ,450,Community and Regional Development,452,Area and regional development,10/01/2014 00:00:00,
66341, ,013,2016,2016, ,0125,000,"Salaries and Expenses, Economic Development Administration, Commerce",013,Department of Commerce,20,Economic Development Administration,1300,Department of Commerce, , ,450,Community and Regional Development,452,Area and regional development,10/01/2015 00:00:00,
70463, ,013,2017,2017, ,0125,000,"Salaries and Expenses, Economic Development Administration, Commerce",013,Department of Commerce,20,Economic Development Administration,1300,Department of Commerce, , ,450,Community and Regional Development,452,Area and regional development,10/01/2016 00:00:00,
4577, ,013, , ,X,0126,000,"Office of the Inspector General, Departmental Management, Commerce",013,Department of Commerce,05,Departmental Management,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,12/15/1996 00:00:00,
53317, ,013,2012,2012, ,0126,000,"Office of the Inspector General, Departmental Management, Commerce",013,Department of Commerce,05,Departmental Management,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2011 00:00:00,
54438, ,013,2012,2013, ,0126,000,"Office of Inspector General, Departmental Management, Commerce",013,Department of Commerce,05,Departmental Management,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2011 00:00:00,
54439, ,013,2012,2014, ,0126,000,"Office of Inspector General, Departmental Management, Commerce",013,Department of Commerce,05,Departmental Management,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2011 00:00:00,
56657, ,013,2013,2013, ,0126,000,"Office of the Inspector General, Departmental Management, Commerce                                                                                                                                                                              ",013,Department of Commerce,05,Departmental Management,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2012 00:00:00,
56663, ,013,2013,2014, ,0126,000,"Office of Inspector General, Departmental Management, Commerce                                                                                                                                                                                  ",013,Department of Commerce,05,Departmental Management,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2012 00:00:00,
56669, ,013,2013,2015, ,0126,000,"Office of Inspector General, Departmental Management, Commerce                                                                                                                                                                                  ",013,Department of Commerce,05,Departmental Management,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2012 00:00:00,
59261, ,013,2014,2014, ,0126,000,"Office of the Inspector General, Departmental Management, Commerce",013,Department of Commerce,05,Departmental Management,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2013 00:00:00,
59264, ,013,2014,2015, ,0126,000,"Office of Inspector General, Departmental Management, Commerce",013,Department of Commerce,05,Departmental Management,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2013 00:00:00,
59266, ,013,2014,2016, ,0126,000,"Office of Inspector General, Departmental Management, Commerce",013,Department of Commerce,05,Departmental Management,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2013 00:00:00,
63185, ,013,2015,2015, ,0126,000,"Office of the Inspector General, Departmental Management, Commerce",013,Department of Commerce,05,Departmental Management,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2014 00:00:00,
63190, ,013,2015,2016, ,0126,000,"Office of Inspector General, Departmental Management, Commerce",013,Department of Commerce,05,Departmental Management,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2014 00:00:00,
63197, ,013,2015,2017, ,0126,000,"Office of Inspector General, Departmental Management, Commerce",013,Department of Commerce,05,Departmental Management,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2014 00:00:00,
66344, ,013,2016,2016, ,0126,000,"Office of the Inspector General, Departmental Management, Commerce",013,Department of Commerce,05,Departmental Management,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2015 00:00:00,
66360, ,013,2016,2017, ,0126,000,"Office of Inspector General, Departmental Management, Commerce",013,Department of Commerce,05,Departmental Management,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2015 00:00:00,
66361, ,013,2016,2018, ,0126,000,"Office of Inspector General, Departmental Management, Commerce",013,Department of Commerce,05,Departmental Management,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2015 00:00:00,
70464, ,013,2017,2017, ,0126,000,"Office of the Inspector General, Departmental Management, Commerce",013,Department of Commerce,05,Departmental Management,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2016 00:00:00,
70471, ,013,2017,2018, ,0126,000,"Office of Inspector General, Departmental Management, Commerce",013,Department of Commerce,05,Departmental Management,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2016 00:00:00,
70479, ,013,2017,2019, ,0126,000,"Office of Inspector General, Departmental Management, Commerce",013,Department of Commerce,05,Departmental Management,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2016 00:00:00,
4579, ,013, , ,X,0201,000,"Minority Business Development, Minority Business Development Agency, Commerce",013,Department of Commerce,02,Minority Business Development Agency,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/1987 00:00:00,
53273, ,013,2012,2012, ,0201,000,"Minority Business Development, Minority Business Development Agency, Commerce",013,Department of Commerce,02,Minority Business Development Agency,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2011 00:00:00,
56605, ,013,2013,2013, ,0201,000,"Minority Business Development, Minority Business Development Agency, Commerce                                                                                                                                                                   ",013,Department of Commerce,02,Minority Business Development Agency,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2012 00:00:00,
59259, ,013,2014,2014, ,0201,000,"Minority Business Development, Minority Business Development Agency, Commerce",013,Department of Commerce,02,Minority Business Development Agency,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2013 00:00:00,
63180, ,013,2015,2015, ,0201,000,"Minority Business Development, Minority Business Development Agency, Commerce",013,Department of Commerce,02,Minority Business Development Agency,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2014 00:00:00,
66342, ,013,2016,2016, ,0201,000,"Minority Business Development, Minority Business Development Agency, Commerce",013,Department of Commerce,02,Minority Business Development Agency,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2015 00:00:00,
70465, ,013,2017,2017, ,0201,000,"Minority Business Development, Minority Business Development Agency, Commerce",013,Department of Commerce,02,Minority Business Development Agency,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2016 00:00:00,
4580, ,013, , ,X,0300,000,"Operations and Administration, Bureau of Industry and Security, Commerce",013,Department of Commerce,30,Bureau of Industry and Security,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/1987 00:00:00,
52438, ,013,2011,2012, ,0300,000,"Operations and Administration, Bureau of Industry and Security, Commerce",013,Department of Commerce,14,National Oceanic & Atmospheric Administration,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2010 00:00:00,
4581, ,013, , ,X,0401,000,"Current Surveys and Programs, Bureau of the Census, Commerce",013,Department of Commerce,04,Bureau of the Census,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,05/15/1993 00:00:00,
53274, ,013,2012,2012, ,0401,000,"Salaries and Expenses, Bureau of the Census, Commerce",013,Department of Commerce,04,Bureau of the Census,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2011 00:00:00,
56606, ,013,2013,2013, ,0401,000,"Salaries and Expenses, Bureau of the Census, Commerce                                                                                                                                                                                           ",013,Department of Commerce,04,Bureau of the Census,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2012 00:00:00,
59260, ,013,2014,2014, ,0401,000,"Salaries and Expenses, Bureau of the Census, Commerce",013,Department of Commerce,04,Bureau of the Census,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2013 00:00:00,
63181, ,013,2015,2015, ,0401,000,"Salaries and Expenses, Bureau of the Census, Commerce",013,Department of Commerce,04,Bureau of the Census,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2014 00:00:00,
66343, ,013,2016,2016, ,0401,000,"Current Surveys and Programs, Bureau of the Census, Commerce",013,Department of Commerce,04,Bureau of the Census,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2015 00:00:00,
70466, ,013,2017,2017, ,0401,000,"Current Surveys and Programs, Bureau of the Census, Commerce",013,Department of Commerce,04,Bureau of the Census,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2016 00:00:00,
4582, ,013, , ,X,0450,000,"Periodic Censuses and Programs, Bureau of the Census, Commerce",013,Department of Commerce,04,Bureau of the Census,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/1987 00:00:00,
46976, ,013,2011,2012, ,0450,000,"Periodic Censuses and Programs, Bureau of the Census, Commerce",013,Department of Commerce,04,Bureau of the Census,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2010 00:00:00,
53318, ,013,2012,2012, ,0450,000,"Periodic Censuses and Programs, Bureau of the Census, Commerce",013,Department of Commerce,04,Bureau of the Census,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2011 00:00:00,
53323, ,013,2012,2013, ,0450,000,"Periodic Censuses and Programs, Bureau of the Census, Commerce",013,Department of Commerce,04,Bureau of the Census,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2011 00:00:00,
56658, ,013,2013,2013, ,0450,000,"Periodic Censuses and Programs, Bureau of the Census, Commerce                                                                                                                                                                                  ",013,Department of Commerce,04,Bureau of the Census,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2012 00:00:00,
56664, ,013,2013,2014, ,0450,000,"Periodic Censuses and Programs, Bureau of the Census, Commerce                                                                                                                                                                                  ",013,Department of Commerce,04,Bureau of the Census,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2012 00:00:00,
59262, ,013,2014,2014, ,0450,000,"Periodic Censuses and Programs, Bureau of the Census, Commerce",013,Department of Commerce,04,Bureau of the Census,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2013 00:00:00,
59265, ,013,2014,2015, ,0450,000,"Periodic Censuses and Programs, Bureau of the Census, Commerce",013,Department of Commerce,04,Bureau of the Census,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2013 00:00:00,
63186, ,013,2015,2015, ,0450,000,"Periodic Censuses and Programs, Bureau of the Census, Commerce",013,Department of Commerce,04,Bureau of the Census,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2014 00:00:00,
63191, ,013,2015,2016, ,0450,000,"Periodic Censuses and Programs, Bureau of the Census, Commerce",013,Department of Commerce,04,Bureau of the Census,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2014 00:00:00,
66348, ,013,2016,2017, ,0450,000,"Periodic Censuses and Programs, Bureau of the Census, Commerce",013,Department of Commerce,04,Bureau of the Census,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2015 00:00:00,
70472, ,013,2017,2018, ,0450,000,"Periodic Censuses and Programs, Bureau of the Census, Commerce",013,Department of Commerce,04,Bureau of the Census,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2016 00:00:00,
4583, ,013, , ,X,0500,000,"Scientific and Technical Research and Services, National Institute of Standards and Technology, Commerce",013,Department of Commerce,06,National Institute of Standards & Technology,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/1987 00:00:00,
53319, ,013,2012,2012, ,0500,000,"Scientific and Technical Research and Services, National Institute of Standards and Technology, Commerce",013,Department of Commerce,06,National Institute of Standards & Technology,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2011 00:00:00,
56659, ,013,2013,2013, ,0500,000,"Scientific and Technical Research and Services, National Institute of Standards and Technology, Commerce                                                                                                                                        ",013,Department of Commerce,06,National Institute of Standards & Technology,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2012 00:00:00,
59263, ,013,2014,2014, ,0500,000,"Scientific and Technical Research and Services, National Institute of Standards and Technology, Commerce                                                                                                                                        ",013,Department of Commerce,06,National Institute of Standards & Technology,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2013 00:00:00,
63187, ,013,2015,2015, ,0500,000,"Scientific and Technical Research and Services, National Institute of Standards and Technology, Commerce                                                                                                                                        ",013,Department of Commerce,06,National Institute of Standards & Technology,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2014 00:00:00,
66345, ,013,2016,2016, ,0500,000,"Scientific and Technical Research and Services, National Institute of Standards and Technology, Commerce",013,Department of Commerce,06,National Institute of Standards & Technology,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2015 00:00:00,
70467, ,013,2017,2017, ,0500,000,"Scientific and Technical Research and Services, National Institute of Standards and Technology, Commerce",013,Department of Commerce,06,National Institute of Standards & Technology,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2016 00:00:00,
66444, ,013,2012,2022, ,0513,000,"Wireless Innovation(WIN) Fund, National Institute of Standards and Technology, Commerce",013,Department of Commerce,06,National Institute of Standards & Technology,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2011 00:00:00,
4584, ,013, , ,X,0515,000,"Construction of Research Facilities, National Institute of Standards and Technology, Commerce",013,Department of Commerce,06,National Institute of Standards & Technology,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/15/1992 00:00:00,
55119, ,013,2012,2022, ,0516,000,"State and Local Implementation Fund, National Telecommunications and Information Administration, Commerce",013,Department of Commerce,60,National Telecommunications and Information Administration,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2011 00:00:00,
4585, ,013, , ,X,0525,000,"Industrial Technology Services, National Institute of Standards and Technology, Commerce",013,Department of Commerce,06,National Institute of Standards & Technology,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,12/15/1990 00:00:00,
40490, ,013, , ,X,0549,000,"Scientific and Technical Research and Services - Recovery Act, National Institute of Standards and Technology, Commerce",013,Department of Commerce,06,National Institute of Standards & Technology,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2008 00:00:00,
4587, ,013, , ,X,0550,000,"Salaries and Expenses, National Telecommunications and Information Administration, Commerce",013,Department of Commerce,60,National Telecommunications and Information Administration,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/1987 00:00:00,
46977, ,013,2011,2012, ,0550,000,"Salaries and Expenses, National Telecommunications and Information Administration, Commerce",013,Department of Commerce,60,National Telecommunications and Information Administration,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2010 00:00:00,
54139, ,013,2012,2012, ,0550,000,"Salaries and Expenses, National Telecommunications and Information Administration, Commmerce",013,Department of Commerce,60,National Telecommunications and Information Administration,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2011 00:00:00,
56665, ,013,2013,2014, ,0550,000,"Salaries and Expenses, National Telecommunications and Information Administration, Commerce                                                                                                                                                     ",013,Department of Commerce,60,National Telecommunications and Information Administration,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2012 00:00:00,
59267, ,013,2014,2015, ,0550,000,"Salaries and Expenses, National Telecommunications and Information Administration, Commerce",013,Department of Commerce,60,National Telecommunications and Information Administration,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2013 00:00:00,
63192, ,013,2015,2016, ,0550,000,"Salaries and Expenses, National Telecommunications and Information Administration, Commerce",013,Department of Commerce,60,National Telecommunications and Information Administration,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2014 00:00:00,
66349, ,013,2016,2017, ,0550,000,"Salaries and Expenses, National Telecommunications and Information Administration, Commerce",013,Department of Commerce,60,National Telecommunications and Information Administration,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2015 00:00:00,
70473, ,013,2017,2018, ,0550,000,"Salaries and Expenses, National Telecommunications and Information Administration, Commerce",013,Department of Commerce,60,National Telecommunications and Information Administration,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2016 00:00:00,
4588, ,013, , ,X,0551,000,"Public Telecommunications Facilities, Planning and Construction, National Telecommunications and Information, Commerce",013,Department of Commerce,60,National Telecommunications and Information Administration,1300,Department of Commerce, , ,500,"Education, Training, Employment, and Social Services",503,Research and general education aids,10/01/1987 00:00:00,
4589, ,013, , ,X,0552,000,"Information Infrastructure Grants, National Telecommunications and Information Administration, Commerce",013,Department of Commerce,60,National Telecommunications and Information Administration,1300,Department of Commerce, , ,500,"Education, Training, Employment, and Social Services",503,Research and general education aids,10/15/1993 00:00:00,
40452, ,013,2009,2010, ,0554,000,"Broadband Technology Opportunities Program - Recovery Act, National Telecommunications and Information Administration, Commerce",013,Department of Commerce,06,National Institute of Standards & Technology,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2008 00:00:00,
4591, ,013, , ,X,1006,000,"Salaries and Expenses, Patent and Trademark Office, Commerce",013,Department of Commerce,10,Patent & Trademark Office,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/1987 00:00:00,
57161, ,013, , ,X,1008,000,"Patent and Trademark Fee Reserve Fund, United States Patent and Trademark Office, Commerce",013,Department of Commerce,10,Patent & Trademark Office,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2011 00:00:00,
4594, ,013, , ,X,1250,000,"Operations and Administration, International Trade Administration, Commerce",013,Department of Commerce,12,International Trade Administration,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/1987 00:00:00,
55558, ,013,2007,2012, ,1250,000,"Operations and Administration, International Trade Administration, Commerce                                                                                                                                                                     ",013,Department of Commerce,12,International Trade Administration,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,09/01/2007 00:00:00,
52139, ,013,2009,2014, ,1250,000,"Operations and Administration, International Trade Administration, Commerce",013,Department of Commerce,12,International Trade Administration,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2008 00:00:00,
60379, ,013,2010,2015, ,1250,000,"Operations and Administration, International Trade Administration, Commerce",013,Department of Commerce,12,International Trade Administration,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2009 00:00:00,
50288, ,013,2011,2012, ,1250,000,"Operations and Administration, International Trade Administration, Commerce",013,Department of Commerce,12,International Trade Administration,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2010 00:00:00,
60380, ,013,2011,2016, ,1250,000,"Operations and Administration, International Trade Administration, Commerce",013,Department of Commerce,12,International Trade Administration,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2010 00:00:00,
53325, ,013,2012,2013, ,1250,000,"Operations and Administration, International Trade Administration, Commerce",013,Department of Commerce,12,International Trade Administration,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2011 00:00:00,
56666, ,013,2013,2014, ,1250,000,"Operations and Administration, International Trade Administration, Commerce                                                                                                                                                                     ",013,Department of Commerce,12,International Trade Administration,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2012 00:00:00,
59268, ,013,2014,2015, ,1250,000,"Operations and Administration, International Trade Administration, Commerce",013,Department of Commerce,12,International Trade Administration,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2013 00:00:00,
63193, ,013,2015,2016, ,1250,000,"Operations and Administration, International Trade Administration, Commerce",013,Department of Commerce,12,International Trade Administration,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2014 00:00:00,
66350, ,013,2016,2017, ,1250,000,"Operations and Administration, International Trade Administration, Commerce",013,Department of Commerce,12,International Trade Administration,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2015 00:00:00,
70474, ,013,2017,2018, ,1250,000,"Operations and Administration, International Trade Administration, Commerce",013,Department of Commerce,12,International Trade Administration,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce,10/01/2016 00:00:00,
4595, ,013, , ,X,1450,000,"Operations, Research and Facilities, National Oceanic and Atmospheric Administration, Commerce",013,Department of Commerce,14,National Oceanic & Atmospheric Administration,1300,Department of Commerce, , ,300,Natural Resources and Environment,306,Other natural resources,10/01/1987 00:00:00,
21009,096,013, , ,X,1450,000,"Operations, Research and Facilities, National Oceanic and Atmospheric Administration, Commerce",096,Corps of Engineers,00,Reports and Analysis Office,1300,Department of Commerce,, ,300,Natural Resources and Environment,306,Other natural resources,10/01/1987 00:00:00,
43027, ,013,2010,2012, ,1450,000,"Operations, Research and Facilities, National Oceanic and Atmospheric Administration",013,Department of Commerce,14,National Oceanic & Atmospheric Administration,1300,Department of Commerce, , ,300,Natural Resources and Environment,306,Other natural resources,10/01/2009 00:00:00,
46979, ,013,2011,2012, ,1450,000,"Operations, Research and Facilities, National Oceanic and Atmospheric Administration",013,Department of Commerce,14,National Oceanic & Atmospheric Administration,1300,Department of Commerce, , ,300,Natural Resources and Environment,306,Other natural resources,10/01/2010 00:00:00,
46980, ,013,2011,2013, ,1450,000,"Operations, Research and Facilities, National Oceanic and Atmospheric Administration",013,Department of Commerce,14,National Oceanic & Atmospheric Administration,1300,Department of Commerce, , ,300,Natural Resources and Environment,306,Other natural resources,10/01/2010 00:00:00,
