ACCT_NUM,ATA,AID,BPOA,EPOA,A,MAIN,SUB,GWA_TAS,GWA_TAS NAME,Agency AID,Agency Name,ADMIN_ORG,Admin Org Name,FR Entity Type Code,FR Entity Description,Financial Indicator Type 2,FIN IND Type 2 Description,Function Code,Function Description,Sub Function Code,Sub Function Description
36875, ,012, , ,X,6501,010,12X6501.10,"Small Escrow Amounts, Natural Resources Conservation Service                                                                                                                                                                                    ",012,Department of Agriculture,10,Natural Resources Conservation Service,1200,Department of Agriculture, , ,000,Governmental Receipts,000,Governmental Receipts
36954, ,012, , ,X,6501,011,12X6501.11,"Small Escrow Amounts, Forest Service                                                                                                                                                                                                            ",012,Department of Agriculture,11,Forest Service,1200,Department of Agriculture, , ,000,Governmental Receipts,000,Governmental Receipts
36876, ,012, , ,X,6501,014,12X6501.14,"Small Escrow Amounts, Agriculture Research Service                                                                                                                                                                                              ",012,Department of Agriculture,14,Agricultural Research Service,1200,Department of Agriculture, , ,000,Governmental Receipts,000,Governmental Receipts
36881, ,012, , ,X,6501,015,12X6501.15,"Small Escrow Amounts, Cooperative State Research Education Extension Service                                                                                                                                                                    ",012,Department of Agriculture,15,National Institute of Food and Agriculture,1200,Department of Agriculture, , ,000,Governmental Receipts,000,Governmental Receipts
36415, ,012, , ,X,6501,016,12X6501.16,"Small Escrow Amounts, Animal and Plant Health Inspection Service                                                                                                                                                                                ",012,Department of Agriculture,00,DEPARTMENT OF AGRICULTURE,1200,Department of Agriculture, , ,000,Governmental Receipts,000,Governmental Receipts
36878, ,012, , ,X,6501,017,12X6501.17,"Small Escrow Amounts, Economic Research Service                                                                                                                                                                                                 ",012,Department of Agriculture,17,Economic Research Service,1200,Department of Agriculture, , ,000,Governmental Receipts,000,Governmental Receipts
36879, ,012, , ,X,6501,018,12X6501.18,"Small Escrow Amounts, National Agricultural Statistics Service                                                                                                                                                                                  ",012,Department of Agriculture,18,National Agricultural Statistics Service,1200,Department of Agriculture, , ,000,Governmental Receipts,000,Governmental Receipts
37174, ,012, , ,X,6501,020,12X6501.20,"Small Escrow Amounts, Rural Development Administration                                                                                                                                                                                          ",012,Department of Agriculture,00,DEPARTMENT OF AGRICULTURE,1200,Department of Agriculture, , ,000,Governmental Receipts,000,Governmental Receipts
36713, ,012, , ,X,6501,023,12X6501.23,"Small Escrow Amounts, Office of the Inspector General                                                                                                                                                                                           ",012,Department of Agriculture,09,Office of the Inspector General,1200,Department of Agriculture, , ,000,Governmental Receipts,000,Governmental Receipts
36653, ,012, , ,X,6501,024,12X6501.24,"Small Escrow Amounts, Federal Grain Inspection Service                                                                                                                                                                                          ",012,Department of Agriculture,24,"Grain Inspection, Packers and Stockyards Administration",1200,Department of Agriculture, , ,000,Governmental Receipts,000,Governmental Receipts
36655, ,012, , ,X,6501,025,12X6501.25,"Small Escrow Amounts, Agricultural Marketing Service                                                                                                                                                                                            ",012,Department of Agriculture,25,Agricultural Marketing Service,1200,Department of Agriculture, , ,000,Governmental Receipts,000,Governmental Receipts
36880, ,012, , ,X,6501,029,12X6501.29,"Small Escrow Amounts, Foreign Agricultural Service                                                                                                                                                                                              ",012,Department of Agriculture,29,Foreign Agricultural Service,1200,Department of Agriculture, , ,000,Governmental Receipts,000,Governmental Receipts
36715, ,012, , ,X,6501,035,12X6501.35,"Small Escrow Amounts, Food Nutrition Service                                                                                                                                                                                                    ",012,Department of Agriculture,35,Food and Nutrition Service,1200,Department of Agriculture, , ,000,Governmental Receipts,000,Governmental Receipts
36877, ,012, , ,X,6501,037,12X6501.37,"Small Escrow Amounts, Food Safety and Inspection Service                                                                                                                                                                                        ",012,Department of Agriculture,37,"Food, Safety, & Inspection Service",1200,Department of Agriculture, , ,000,Governmental Receipts,000,Governmental Receipts
2804, ,012, , ,X,6501,040,12X6501.40,"Small Escrow Amounts, National Finance Center, Department of Agriculture                                                                                                                                                                        ",012,Department of Agriculture,00,DEPARTMENT OF AGRICULTURE,1200,Department of Agriculture, , ,000,Governmental Receipts,000,Governmental Receipts
2823, ,012, , ,X,7565,428,12X7565.428,"United States - India Fund for Cultural, Education, and Scientific Cooperation, Agriulture, India                                                                                                                                               ",012,Department of Agriculture,75,Treasury FMS/FO/FASD/IFB,9997,Foreign Currency Accounts, , ,000,Governmental Receipts,000,Governmental Receipts
2824, ,012, , ,X,7787,112,12X7787.112,"Technical Assistance, Public Law 83-480, Section 108, Department of Agriculture, Costa Rica                                                                                                                                                     ",012,Department of Agriculture,75,Treasury FMS/FO/FASD/IFB,9997,Foreign Currency Accounts, , ,000,Governmental Receipts,000,Governmental Receipts
2825, ,012, , ,X,7787,116,12X7787.116,"Technical Assistance, Public Law 83-480, Section 108, Department of Agriculture, Dominican Republic                                                                                                                                             ",012,Department of Agriculture,75,Treasury FMS/FO/FASD/IFB,9997,Foreign Currency Accounts, , ,000,Governmental Receipts,000,Governmental Receipts
2826, ,012, , ,X,7787,122,12X7787.122,"Technical Assistance, Public Law 83-480, Section 108, Department of Agriculture, Guatemala                                                                                                                                                      ",012,Department of Agriculture,75,Treasury FMS/FO/FASD/IFB,9997,Foreign Currency Accounts, , ,000,Governmental Receipts,000,Governmental Receipts
2827, ,012, , ,X,7787,127,12X7787.127,"Technical Assistance, Public Law 83-480, Section 108, Department of Agriculture, Jamaica                                                                                                                                                        ",012,Department of Agriculture,75,Treasury FMS/FO/FASD/IFB,9997,Foreign Currency Accounts, , ,000,Governmental Receipts,000,Governmental Receipts
2828, ,012, , ,X,7787,405,12X7787.405,"Technical Assistance, Public Law 83-480, Section 108, Department of Agriculture, Algerian Dinars                                                                                                                                                ",012,Department of Agriculture,75,Treasury FMS/FO/FASD/IFB,9997,Foreign Currency Accounts, , ,000,Governmental Receipts,000,Governmental Receipts
2829, ,012, , ,X,7787,412,12X7787.412,"Technical Assistance, Public Law 83-480, Section 108, Department of Agriculture, Sri Lanka                                                                                                                                                      ",012,Department of Agriculture,75,Treasury FMS/FO/FASD/IFB,9997,Foreign Currency Accounts, , ,000,Governmental Receipts,000,Governmental Receipts
2830, ,012, , ,X,7787,456,12X7787.456,"Technical Assistance, Public Law 83-480, Section 108, Department of Agriculture, Morocco                                                                                                                                                        ",012,Department of Agriculture,75,Treasury FMS/FO/FASD/IFB,9997,Foreign Currency Accounts, , ,000,Governmental Receipts,000,Governmental Receipts
2831, ,012, , ,X,7787,480,12X7787.480,"Technical Assistance, Public Law 83-480, Section 108, Department of Agriculture, Tunisia                                                                                                                                                        ",012,Department of Agriculture,75,Treasury FMS/FO/FASD/IFB,9997,Foreign Currency Accounts, , ,000,Governmental Receipts,000,Governmental Receipts
2832, ,012, , ,X,8015,000,12X8015,"Expenses and Refunds, Inspection and Grading of Farm Products, Agricultural Marketing Service, Agriculture",012,Department of Agriculture,00,DEPARTMENT OF AGRICULTURE,1200,Department of Agriculture, , ,350,Agriculture,352,Agricultural research and services
2833, ,012, , ,X,8028,000,12X8028,"Cooperative Work, Forest Service,  Agriculture",012,Department of Agriculture,00,DEPARTMENT OF AGRICULTURE,1200,Department of Agriculture, , ,300,Natural Resources and Environment,302,Conservation and land management
2835, ,012, , ,X,8034,000,12X8034,"Donations for Forest and Rangeland Research, Forest Service,  Agriculture",012,Department of Agriculture,00,DEPARTMENT OF AGRICULTURE,1200,Department of Agriculture, , ,300,Natural Resources and Environment,302,Conservation and land management
2836, ,012, , ,X,8039,000,12X8039,"Land Between the Lakes Trust Fund, Forest Service,  Agriculture",012,Department of Agriculture,00,DEPARTMENT OF AGRICULTURE,1200,Department of Agriculture, , ,300,Natural Resources and Environment,302,Conservation and land management
2838, ,012, , ,X,8046,000,12X8046,"Reforestation Trust Fund, Forest Service, Agriculture",012,Department of Agriculture,00,DEPARTMENT OF AGRICULTURE,1200,Department of Agriculture, , ,300,Natural Resources and Environment,302,Conservation and land management
2839, ,012, , ,X,8100,000,12X8100,"Wool Research, Development and Promotion Trust Fund, Agricultural Marketing Service, Agriculture",012,Department of Agriculture,00,DEPARTMENT OF AGRICULTURE,1200,Department of Agriculture, , ,350,Agriculture,352,Agricultural research and services
2841, ,012, , ,X,8137,000,12X8137,"Expenses and Refunds, Inspection of Farm Products, Food Safety and Inspection Service, Agriculture",012,Department of Agriculture,00,DEPARTMENT OF AGRICULTURE,1200,Department of Agriculture, , ,350,Agriculture,352,Agricultural research and services
26078, ,012, , ,X,8161,000,12X8161,"Tobacco Trust Fund, Commodity Credit Corporation, Agriculture",012,Department of Agriculture,06,Office of Communications,1200,Department of Agriculture, , ,350,Agriculture,351,Farm income stabilization
2844, ,012, , ,X,8203,000,12X8203,"Gifts and Bequests, Agriculture",012,Department of Agriculture,00,DEPARTMENT OF AGRICULTURE,1200,Department of Agriculture, , ,350,Agriculture,352,Agricultural research and services
2846, ,012, , ,X,8210,000,12X8210,"Miscellaneous Contributed Funds, Natural Resources Conservation Service, Agriculture",012,Department of Agriculture,00,DEPARTMENT OF AGRICULTURE,1200,Department of Agriculture, , ,300,Natural Resources and Environment,302,Conservation and land management
2848, ,012, , ,X,8214,000,12X8214,"Miscellaneous Contributed Funds, Agricultural Research Service, Agriculture",012,Department of Agriculture,00,DEPARTMENT OF AGRICULTURE,1200,Department of Agriculture, , ,350,Agriculture,352,Agricultural research and services
2849, ,012, , ,X,8218,000,12X8218,"Miscellaneous Contributed Funds, National Agricultural Statistics Service, Agriculture",012,Department of Agriculture,18,National Agricultural Statistics Service,1200,Department of Agriculture, , ,350,Agriculture,352,Agricultural research and services
2852, ,012, , ,X,8226,000,12X8226,"Miscellaneous Contributed Funds, Animal and Plant Health Inspection Service, Agriculture",012,Department of Agriculture,00,DEPARTMENT OF AGRICULTURE,1200,Department of Agriculture, , ,350,Agriculture,352,Agricultural research and services
2853, ,012, , ,X,8227,000,12X8227,"Miscellaneous Contributed Funds, Economic Research Service, Agriculture",012,Department of Agriculture,17,Economic Research Service,1200,Department of Agriculture, , ,350,Agriculture,352,Agricultural research and services
2855, ,012, , ,X,8232,000,12X8232,"Miscellaneous Contributed Funds, Foreign Agricultural Service, Agriculture",012,Department of Agriculture,00,DEPARTMENT OF AGRICULTURE,1200,Department of Agriculture, , ,350,Agriculture,352,Agricultural research and services
2856, ,012, , ,X,8412,000,12X8412,"Milk Market Orders Assessment Fund, Agricultural Marketing Service",012,Department of Agriculture,00,DEPARTMENT OF AGRICULTURE,1200,Department of Agriculture, , ,350,Agriculture,351,Farm income stabilization
57840, ,012, , ,X,8505,000,12X8505,"Foreign Service National Separation Liability Trust Fund, Foreign Agricultural Service, Agriculture",012,Department of Agriculture,29,Foreign Agricultural Service,1200,Department of Agriculture, , ,600,Income Security,602,Federal employee retirement and disability
61801, ,012, , ,X,8558,000,12X8558,"Foreign Service National Separation Liability Trust Fund, Animal and Plant Health Inspection Service, Agriculture",012,Department of Agriculture,16,Animal & Plant Health Inspection Service,1200,Department of Agriculture, , ,350,Agriculture,352,Agricultural research and services
40489, ,013, , ,X,0110,000,13X0110,"Office of Inspector General - Recovery Act, Departmental Management, Commerce",013,Department of Commerce,01,Office of the Secretary,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce
40321, ,013,2009,2013, ,0110,000,1309/130110,"Office of Inspector General - Recovery Act, Departmental Management, Commerce",013,Department of Commerce,01,Office of the Secretary,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce
43017, ,013,2010,2014, ,0110,000,1310/140110,"Office of Inspector General - Recovery Act, Departmental Management, Commerce",013,Department of Commerce,01,Office of the Secretary,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce
46981, ,013,2011,2015, ,0110,000,1311/150110,"Office of Inspector General - Recovery Act, Departmental Management, Commerce",013,Department of Commerce,01,Office of the Secretary,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce
4573, ,013, , ,X,0120,000,13X0120,"Salaries and Expenses, Departmental Management, Commerce",013,Department of Commerce,05,Departmental Management,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce
50333, ,013,2010,2011, ,0120,000,1310/110120,"Salaries and Expenses, Departmental Management, Commerce",013,Department of Commerce,01,Office of the Secretary,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce
46930, ,013,2011,2011, ,0120,000,13110120,"Salaries and Expenses, Departmental Management, Commerce",013,Department of Commerce,05,Departmental Management,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce
54099, ,013,2011,2012, ,0120,000,1311/120120,"Salaries and Expenses, Departmental Management, Commerce",013,Department of Commerce,05,Departmental Management,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce
53271, ,013,2012,2012, ,0120,000,13120120,"Salaries and Expenses, Departmental Management, Commerce",013,Department of Commerce,05,Departmental Management,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce
57741, ,013,2012,2013, ,0120,000,1312/130120,"Salaries and Expenses, Departmental Management, Commerce",013,Department of Commerce,05,Departmental Management,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce
56603, ,013,2013,2013, ,0120,000,13130120,"Salaries and Expenses, Departmental Management, Commerce                                                                                                                                                                                        ",013,Department of Commerce,05,Departmental Management,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce
60338, ,013,2013,2014, ,0120,000,1313/140120,"Salaries and Expenses, Departmental Management, Commerce",013,Department of Commerce,05,Departmental Management,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce
59258, ,013,2014,2014, ,0120,000,13140120,"Salaries and Expenses, Departmental Management, Commerce",013,Department of Commerce,05,Departmental Management,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce
63562, ,013,2014,2015, ,0120,000,1314/150120,"Salaries and Expenses, Departmental Management, Commerce",013,Department of Commerce,05,Departmental Management,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce
63178, ,013,2015,2015, ,0120,000,13150120,"Salaries and Expenses, Departmental Management, Commerce",013,Department of Commerce,05,Departmental Management,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce
66318, ,013,2015,2016, ,0120,000,1315/160120,"Salaries and Expenses, Departmental Management, Commerce",013,Department of Commerce,05,Departmental Management,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce
66340, ,013,2016,2016, ,0120,000,13160120,"Salaries and Expenses, Departmental Management, Commerce",013,Department of Commerce,05,Departmental Management,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce
66362, ,013,2016,2017, ,0120,000,1316/170120,"Salaries and Expenses, Departmental Management, Commerce",013,Department of Commerce,05,Departmental Management,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce
70462, ,013,2017,2017, ,0120,000,13170120,"Salaries and Expenses, Departmental Management, Commerce",013,Department of Commerce,05,Departmental Management,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce
70470, ,013,2017,2018, ,0120,000,1317/180120,"Salaries and Expenses, Departmental Management, Commerce",013,Department of Commerce,05,Departmental Management,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce
36010, ,013, , ,X,0123,000,13X0123,"Renovation and Modernization, Departmental Management, Commerce                                                                                                                                                                                 ",013,Department of Commerce,05,Departmental Management,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce
43019, ,013,2010,2011, ,0124,000,1310/110124,"United States Travel and Tourism Promotion, International Trade Administration",013,Department of Commerce,12,International Trade Administration,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce
50287, ,013,2011,2012, ,0124,000,1311/120124,"United States Travel and Tourism Promotion, International Trade Administration",013,Department of Commerce,12,International Trade Administration,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce
4576, ,013, , ,X,0125,000,13X0125,"Salaries and Expenses, Economic Development Administration, Commerce",013,Department of Commerce,20,Economic Development Administration,1300,Department of Commerce, , ,450,Community and Regional Development,452,Area and regional development
46931, ,013,2011,2011, ,0125,000,13110125,"Salaries and Expenses, Economic Development Administration, Commerce",013,Department of Commerce,20,Economic Development Administration,1300,Department of Commerce, , ,450,Community and Regional Development,452,Area and regional development
53272, ,013,2012,2012, ,0125,000,13120125,"Salaries and Expenses, Economic Development Administration, Commerce",013,Department of Commerce,20,Economic Development Administration,1300,Department of Commerce, , ,450,Community and Regional Development,452,Area and regional development
56604, ,013,2013,2013, ,0125,000,13130125,"Salaries and Expenses, Economic Development Administration, Commerce                                                                                                                                                                            ",013,Department of Commerce,20,Economic Development Administration,1300,Department of Commerce, , ,450,Community and Regional Development,452,Area and regional development
59173, ,013,2014,2014, ,0125,000,13140125,"Salaries and Expenses, Economic Development Administration, Commerce",013,Department of Commerce,20,Economic Development Administration,1300,Department of Commerce, , ,450,Community and Regional Development,452,Area and regional development
63179, ,013,2015,2015, ,0125,000,13150125,"Salaries and Expenses, Economic Development Administration, Commerce",013,Department of Commerce,20,Economic Development Administration,1300,Department of Commerce, , ,450,Community and Regional Development,452,Area and regional development
66341, ,013,2016,2016, ,0125,000,13160125,"Salaries and Expenses, Economic Development Administration, Commerce",013,Department of Commerce,20,Economic Development Administration,1300,Department of Commerce, , ,450,Community and Regional Development,452,Area and regional development
70463, ,013,2017,2017, ,0125,000,13170125,"Salaries and Expenses, Economic Development Administration, Commerce",013,Department of Commerce,20,Economic Development Administration,1300,Department of Commerce, , ,450,Community and Regional Development,452,Area and regional development
4577, ,013, , ,X,0126,000,13X0126,"Office of the Inspector General, Departmental Management, Commerce",013,Department of Commerce,05,Departmental Management,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce
46971, ,013,2011,2011, ,0126,000,13110126,"Office of the Inspector General, Departmental Management, Commerce",013,Department of Commerce,05,Departmental Management,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce
53317, ,013,2012,2012, ,0126,000,13120126,"Office of the Inspector General, Departmental Management, Commerce",013,Department of Commerce,05,Departmental Management,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce
54438, ,013,2012,2013, ,0126,000,1312/130126,"Office of Inspector General, Departmental Management, Commerce",013,Department of Commerce,05,Departmental Management,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce
54439, ,013,2012,2014, ,0126,000,1312/140126,"Office of Inspector General, Departmental Management, Commerce",013,Department of Commerce,05,Departmental Management,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce
56657, ,013,2013,2013, ,0126,000,13130126,"Office of the Inspector General, Departmental Management, Commerce                                                                                                                                                                              ",013,Department of Commerce,05,Departmental Management,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce
56663, ,013,2013,2014, ,0126,000,1313/140126,"Office of Inspector General, Departmental Management, Commerce                                                                                                                                                                                  ",013,Department of Commerce,05,Departmental Management,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce
56669, ,013,2013,2015, ,0126,000,1313/150126,"Office of Inspector General, Departmental Management, Commerce                                                                                                                                                                                  ",013,Department of Commerce,05,Departmental Management,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce
59261, ,013,2014,2014, ,0126,000,13140126,"Office of the Inspector General, Departmental Management, Commerce",013,Department of Commerce,05,Departmental Management,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce
59264, ,013,2014,2015, ,0126,000,1314/150126,"Office of Inspector General, Departmental Management, Commerce",013,Department of Commerce,05,Departmental Management,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce
59266, ,013,2014,2016, ,0126,000,1314/160126,"Office of Inspector General, Departmental Management, Commerce",013,Department of Commerce,05,Departmental Management,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce
63185, ,013,2015,2015, ,0126,000,13150126,"Office of the Inspector General, Departmental Management, Commerce",013,Department of Commerce,05,Departmental Management,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce
63190, ,013,2015,2016, ,0126,000,1315/160126,"Office of Inspector General, Departmental Management, Commerce",013,Department of Commerce,05,Departmental Management,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce
63197, ,013,2015,2017, ,0126,000,1315/170126,"Office of Inspector General, Departmental Management, Commerce",013,Department of Commerce,05,Departmental Management,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce
66344, ,013,2016,2016, ,0126,000,13160126,"Office of the Inspector General, Departmental Management, Commerce",013,Department of Commerce,05,Departmental Management,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce
66360, ,013,2016,2017, ,0126,000,1316/170126,"Office of Inspector General, Departmental Management, Commerce",013,Department of Commerce,05,Departmental Management,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce
66361, ,013,2016,2018, ,0126,000,1316/180126,"Office of Inspector General, Departmental Management, Commerce",013,Department of Commerce,05,Departmental Management,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce
70464, ,013,2017,2017, ,0126,000,13170126,"Office of the Inspector General, Departmental Management, Commerce",013,Department of Commerce,05,Departmental Management,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce
70471, ,013,2017,2018, ,0126,000,1317/180126,"Office of Inspector General, Departmental Management, Commerce",013,Department of Commerce,05,Departmental Management,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce
70479, ,013,2017,2019, ,0126,000,1317/190126,"Office of Inspector General, Departmental Management, Commerce",013,Department of Commerce,05,Departmental Management,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce
4579, ,013, , ,X,0201,000,13X0201,"Minority Business Development, Minority Business Development Agency, Commerce",013,Department of Commerce,02,Minority Business Development Agency,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce
46932, ,013,2011,2011, ,0201,000,13110201,"Minority Business Development, Minority Business Development Agency, Commerce",013,Department of Commerce,02,Minority Business Development Agency,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce
53273, ,013,2012,2012, ,0201,000,13120201,"Minority Business Development, Minority Business Development Agency, Commerce",013,Department of Commerce,02,Minority Business Development Agency,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce
56605, ,013,2013,2013, ,0201,000,13130201,"Minority Business Development, Minority Business Development Agency, Commerce                                                                                                                                                                   ",013,Department of Commerce,02,Minority Business Development Agency,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce
59259, ,013,2014,2014, ,0201,000,13140201,"Minority Business Development, Minority Business Development Agency, Commerce",013,Department of Commerce,02,Minority Business Development Agency,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce
63180, ,013,2015,2015, ,0201,000,13150201,"Minority Business Development, Minority Business Development Agency, Commerce",013,Department of Commerce,02,Minority Business Development Agency,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce
66342, ,013,2016,2016, ,0201,000,13160201,"Minority Business Development, Minority Business Development Agency, Commerce",013,Department of Commerce,02,Minority Business Development Agency,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce
70465, ,013,2017,2017, ,0201,000,13170201,"Minority Business Development, Minority Business Development Agency, Commerce",013,Department of Commerce,02,Minority Business Development Agency,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce
4580, ,013, , ,X,0300,000,13X0300,"Operations and Administration, Bureau of Industry and Security, Commerce",013,Department of Commerce,30,Bureau of Industry and Security,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce
52438, ,013,2011,2012, ,0300,000,1311/120300,"Operations and Administration, Bureau of Industry and Security, Commerce",013,Department of Commerce,14,National Oceanic & Atmospheric Administration,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce
4581, ,013, , ,X,0401,000,13X0401,"Current Surveys and Programs, Bureau of the Census, Commerce",013,Department of Commerce,04,Bureau of the Census,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce
46933, ,013,2011,2011, ,0401,000,13110401,"Salaries and Expenses, Bureau of the Census, Commerce",013,Department of Commerce,04,Bureau of the Census,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce
53274, ,013,2012,2012, ,0401,000,13120401,"Salaries and Expenses, Bureau of the Census, Commerce",013,Department of Commerce,04,Bureau of the Census,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce
56606, ,013,2013,2013, ,0401,000,13130401,"Salaries and Expenses, Bureau of the Census, Commerce                                                                                                                                                                                           ",013,Department of Commerce,04,Bureau of the Census,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce
59260, ,013,2014,2014, ,0401,000,13140401,"Salaries and Expenses, Bureau of the Census, Commerce",013,Department of Commerce,04,Bureau of the Census,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce
63181, ,013,2015,2015, ,0401,000,13150401,"Salaries and Expenses, Bureau of the Census, Commerce",013,Department of Commerce,04,Bureau of the Census,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce
66343, ,013,2016,2016, ,0401,000,13160401,"Current Surveys and Programs, Bureau of the Census, Commerce",013,Department of Commerce,04,Bureau of the Census,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce
70466, ,013,2017,2017, ,0401,000,13170401,"Current Surveys and Programs, Bureau of the Census, Commerce",013,Department of Commerce,04,Bureau of the Census,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce
4582, ,013, , ,X,0450,000,13X0450,"Periodic Censuses and Programs, Bureau of the Census, Commerce",013,Department of Commerce,04,Bureau of the Census,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce
43020, ,013,2010,2011, ,0450,000,1310/110450,"Periodic Censuses and Programs, Bureau of the Census, Commerce",013,Department of Commerce,04,Bureau of the Census,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce
46972, ,013,2011,2011, ,0450,000,13110450,"Periodic Censuses and Programs, Bureau of the Census, Commerce",013,Department of Commerce,04,Bureau of the Census,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce
46976, ,013,2011,2012, ,0450,000,1311/120450,"Periodic Censuses and Programs, Bureau of the Census, Commerce",013,Department of Commerce,04,Bureau of the Census,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce
53318, ,013,2012,2012, ,0450,000,13120450,"Periodic Censuses and Programs, Bureau of the Census, Commerce",013,Department of Commerce,04,Bureau of the Census,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce
53323, ,013,2012,2013, ,0450,000,1312/130450,"Periodic Censuses and Programs, Bureau of the Census, Commerce",013,Department of Commerce,04,Bureau of the Census,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce
56658, ,013,2013,2013, ,0450,000,13130450,"Periodic Censuses and Programs, Bureau of the Census, Commerce                                                                                                                                                                                  ",013,Department of Commerce,04,Bureau of the Census,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce
56664, ,013,2013,2014, ,0450,000,1313/140450,"Periodic Censuses and Programs, Bureau of the Census, Commerce                                                                                                                                                                                  ",013,Department of Commerce,04,Bureau of the Census,1300,Department of Commerce, , ,370,Commerce and Housing Credit,376,Other advancement of commerce
