award_id,generated_unique_award_id,display_award_id,category,type,type_description,piid,fain,uri,total_obligation,description,award_amount,total_subsidy_cost,total_loan_value,update_date,recipient_name,recipient_unique_id,recipient_hash,recipient_agg_key,parent_recipient_unique_id,business_categories,action_date,fiscal_year,last_modified_date,period_of_performance_start_date,period_of_performance_current_end_date,date_signed,ordering_period_end_date,original_loan_subsidy_cost,face_value_loan_guarantee,awarding_agency_id,funding_agency_id,awarding_toptier_agency_name,funding_toptier_agency_name,awarding_subtier_agency_name,funding_subtier_agency_name,awarding_toptier_agency_code,funding_toptier_agency_code,awarding_subtier_agency_code,funding_subtier_agency_code,funding_toptier_agency_agg_key,funding_subtier_agency_agg_key,recipient_location_country_code,recipient_location_country_name,recipient_location_state_code,recipient_location_county_code,recipient_location_county_name,recipient_location_congressional_code,recipient_location_zip5,recipient_location_city_name,pop_country_code,pop_country_name,pop_state_code,pop_county_code,pop_county_name,pop_zip5,pop_congressional_code,pop_city_name,pop_city_code,cfda_number,cfda_title,cfda_agg_key,sai_number,type_of_contract_pricing,extent_competed,type_set_aside,product_or_service_code,product_or_service_description,naics_code,naics_description,recipient_location_county_agg_key,recipient_location_congressional_agg_key,recipient_location_state_agg_key,pop_county_agg_key,pop_congressional_agg_key,pop_state_agg_key,tas_paths,tas_components,disaster_emergency_fund_codes,total_covid_outlay,total_covid_obligation
13055500,CONT_AWD_DJDEAEP080168D_1524_NNG07DA35B_8000,DJDEAEP080168D,contract,C,DO,DJDEAEP080168D,,,173045.08,"A 1. #1162509, CISCO 3750E 40 10/100/1000-POE, MFG. #CIS-WS-C3750E-48PD-EF. 5 EA $17,394.20 = $86,971.00  2. #1420425, CISCO 10GBASE LRM X2 MOD, MFG. #CIS-X2-10GB-LRM=. 20 EA $867.10 = $17,342.00  3. #1281895, CISCO SMARTNET 24X7X4 NORTH AMERICA, MFG. #CD1-CON-SNTP-3750E4PF. 5 EA $3,100.00 = $15,500.00  4. #1186284, CISCO C6K 8PT 10GB MOD, MFG. #CIS-WS-X6708-10G-3CXL=. 2 EA $26,100.00 = $52,200.00  5. SEWP SURCHARGE FEE. 1 EA $1,032.08",173045.08,0.00,0.00,2018-02-03 18:54:06.983782+00,CDW GOVERNMENT LLC,026157235,0d382d53-6bfb-bd24-39b1-cea161258e62,"{""name"":""CDW GOVERNMENT LLC"",""unique_id"":""026157235"",""hash"":""0d382d53-6bfb-bd24-39b1-cea161258e62"",""levels"":""{C}""}",964964246,"{category_business,other_than_small_business}",2008-09-19,2008,2012-12-11,2008-09-19,2008-10-10,2008-09-19,,0.00,0.00,255,,Department of Justice,,Drug Enforcement Administration,,015,,1524,,,,USA,UNITED STATES,IL,,,10,,VERNON HILLS,USA,UNITED STATES,TX,141,EL PASO,79908,16,EL PASO,,,,,,J,,NONE,7035,INFORMATION TECHNOLOGY SUPPORT EQUIPMENT,541519,OTHER COMPUTER RELATED SERVICES,,"{""country_code"":""USA"",""state_code"":""IL"",""state_fips"":""17"",""congressional_code"":""10"",""population"":""711265""}","{""country_code"":""USA"",""state_code"":""IL"",""state_name"":""Illinois"",""population"":""12671821""}","{""country_code"":""USA"",""state_code"":""TX"",""state_fips"":""48"",""county_code"":""141"",""county_name"":""EL PASO"",""population"":""839238""}","{""country_code"":""USA"",""state_code"":""TX"",""state_fips"":""48"",""congressional_code"":""16"",""population"":""733764""}","{""country_code"":""USA"",""state_code"":""TX"",""state_name"":""Texas"",""population"":""28995881""}",,,,,
27422500,CONT_AWD_OPMTO0208005187_2400_OPM020700001_2400,OPMTO0208005187,contract,C,DO,OPMTO0208005187,,,166626.00,"TL - BOOZ ALLEN HAMILTON, INC TRAINING",166626.00,0.00,0.00,2018-02-03 18:54:06.983782+00,BOOZ ALLEN HAMILTON INC.,006928857,c3f8842e-76e7-3193-5a3b-1a30b91ae5a2,"{""name"":""BOOZ ALLEN HAMILTON INC."",""unique_id"":""006928857"",""hash"":""c3f8842e-76e7-3193-5a3b-1a30b91ae5a2"",""levels"":""{C}""}",964725688,"{category_business,other_than_small_business}",2008-06-20,2008,2009-01-14,2008-06-20,2008-10-01,2008-06-20,,0.00,0.00,503,,Office of Personnel Management,,Office of Personnel Management,,024,,2400,,,,USA,UNITED STATES,VA,,,08,,MCLEAN,USA,UNITED STATES,VA,059,FAIRFAX,22102,08,MC LEAN,,,,,,J,CDO,NONE,U001,EDUCATION/TRAINING- LECTURES,611430,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,,"{""country_code"":""USA"",""state_code"":""VA"",""state_fips"":""51"",""congressional_code"":""08"",""population"":""795467""}","{""country_code"":""USA"",""state_code"":""VA"",""state_name"":""Virginia"",""population"":""8535519""}","{""country_code"":""USA"",""state_code"":""VA"",""state_fips"":""51"",""county_code"":""059"",""county_name"":""FAIRFAX"",""population"":""1147532""}","{""country_code"":""USA"",""state_code"":""VA"",""state_fips"":""51"",""congressional_code"":""08"",""population"":""795467""}","{""country_code"":""USA"",""state_code"":""VA"",""state_name"":""Virginia"",""population"":""8535519""}",,,,,
2560500,CONT_AWD_0108_9700_N4008407D2009_9700,0108,contract,C,DO,0108,,,164395.00,INDEFINITE QUANTITY - BASE PERIOD TASK ORDER 108,164395.00,0.00,0.00,2018-02-03 18:54:06.983782+00,AMERICAN ENGINEERING CORPORATION,690619705,59ae74cf-3f13-ccae-dcde-d73d13da1c65,"{""name"":""AMERICAN ENGINEERING CORPORATION"",""unique_id"":""690619705"",""hash"":""59ae74cf-3f13-ccae-dcde-d73d13da1c65"",""levels"":""{C}""}",690619705,"{category_business,other_than_small_business,veteran_owned_business}",2008-09-14,2008,2011-11-20,2008-09-15,2009-04-30,2008-09-14,,0.00,0.00,1174,1174,Department of Defense,Department of Defense,Department of the Navy,Department of the Navy,097,097,1700,1700,"{""name"":""Department of Defense"",""code"":""097"",""id"":""1173""}","{""name"":""Department of the Navy"",""code"":""1700"",""id"":""1173""}",JPN,JAPAN,,,,,,GINOWAN,JPN,JAPAN,,,,,,,,,,,,J,A,NONE,S216,HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT,238190,"OTHER FOUNDATION, STRUCTURE, AND BUILDING EXTERIOR CONTRACTORS",,,,,,,,,,,
8993000,CONT_AWD_A115_9700_SPM20005D7184_9700,A115,contract,C,DO,A115,,,161525.00,4508747227!TRBO REGI,161525.00,0.00,0.00,2018-02-03 18:54:06.983782+00,"OWENS & MINOR DISTRIBUTION, INC.",007941230,0f8288b6-d101-16d8-0c47-e15307ad0849,"{""name"":""OWENS & MINOR DISTRIBUTION, INC."",""unique_id"":""007941230"",""hash"":""0f8288b6-d101-16d8-0c47-e15307ad0849"",""levels"":""{C}""}",847412269,"{category_business,corporate_entity_not_tax_exempt,other_than_small_business}",2008-09-25,2008,2008-11-12,2008-09-25,2008-10-17,2008-09-25,,0.00,0.00,1219,1219,Department of Defense,Department of Defense,Defense Logistics Agency,Defense Logistics Agency,097,097,97AS,97AS,"{""name"":""Department of Defense"",""code"":""097"",""id"":""1173""}","{""name"":""Defense Logistics Agency"",""code"":""97AS"",""id"":""1173""}",USA,UNITED STATES,VA,,,07,,MECHANICSVILLE,USA,UNITED STATES,VA,085,HANOVER,23116,07,MECHANICSVILLE,,,,,,J,A,NONE,6515,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",,"{""country_code"":""USA"",""state_code"":""VA"",""state_fips"":""51"",""congressional_code"":""07"",""population"":""812385""}","{""country_code"":""USA"",""state_code"":""VA"",""state_name"":""Virginia"",""population"":""8535519""}","{""country_code"":""USA"",""state_code"":""VA"",""state_fips"":""51"",""county_code"":""085"",""county_name"":""HANOVER"",""population"":""107766""}","{""country_code"":""USA"",""state_code"":""VA"",""state_fips"":""51"",""congressional_code"":""07"",""population"":""812385""}","{""country_code"":""USA"",""state_code"":""VA"",""state_name"":""Virginia"",""population"":""8535519""}",,,,,
16237500,CONT_AWD_GS09B0152708023_4740_GS09B01527_4740,GS09B0152708023,contract,C,DO,GS09B0152708023,,,160700.56,LEASE,160700.56,0.00,0.00,2018-02-03 18:54:06.983782+00,"REALTY ASSOCIATES FUND VIII, L.P., THE",807870857,370141e5-517e-ea10-af9a-47ce7ac9116d,"{""name"":""REALTY ASSOCIATES FUND VIII, L.P., THE"",""unique_id"":""807870857"",""hash"":""370141e5-517e-ea10-af9a-47ce7ac9116d"",""levels"":""{C}""}",807870857,"{category_business,other_than_small_business,partnership_or_limited_liability_partnership}",2008-01-01,2008,2011-06-19,2008-01-01,2008-09-30,2008-01-01,,0.00,0.00,636,,General Services Administration,,Public Buildings Service,,047,,4740,,,,USA,UNITED STATES,MA,,,09,,BOSTON,USA,UNITED STATES,CA,,,,00,,,,,,,K,A,,X111,LEASE/RENTAL OF OFFICE BUILDINGS,531120,LESSORS OF NONRESIDENTIAL BUILDINGS (EXCEPT MINIWAREHOUSES),,"{""country_code"":""USA"",""state_code"":""MA"",""state_fips"":""25"",""congressional_code"":""09"",""population"":""742570""}","{""country_code"":""USA"",""state_code"":""MA"",""state_name"":""Massachusetts"",""population"":""6892503""}",,"{""country_code"":""USA"",""state_code"":""CA"",""state_fips"":""06"",""congressional_code"":""00"",""population"":""""}","{""country_code"":""USA"",""state_code"":""CA"",""state_name"":""California"",""population"":""39512223""}",,,,,
33136500,CONT_AWD_V544C85106_3600_SPM20002D8325_9700,V544C85106,contract,C,DO,V544C85106,,,160080.12,***PLEASE MAKE SURE TO PUT PO#544-C85106 ON EACH I,160080.12,0.00,0.00,2018-02-03 18:54:06.983782+00,GENERAL ELECTRIC COMPANY,073838534,20363402-9951-479d-3657-4aabc21ace2e,"{""name"":""GENERAL ELECTRIC COMPANY"",""unique_id"":""073838534"",""hash"":""20363402-9951-479d-3657-4aabc21ace2e"",""levels"":""{C}""}",001367960,"{category_business,other_than_small_business}",2007-10-01,2008,2008-01-15,2007-10-01,2008-09-30,2007-10-01,,0.00,0.00,561,,Department of Veterans Affairs,,Department of Veterans Affairs,,036,,3600,,,,USA,UNITED STATES,WI,,,05,,WAUKESHA,USA,UNITED STATES,SC,079,RICHLAND,29209,02,COLUMBIA,,,,,,J,,NONE,J065,"MAINT/REPAIR/REBUILD OF EQUIPMENT- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES",423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",,"{""country_code"":""USA"",""state_code"":""WI"",""state_fips"":""55"",""congressional_code"":""05"",""population"":""731341""}","{""country_code"":""USA"",""state_code"":""WI"",""state_name"":""Wisconsin"",""population"":""5822434""}","{""country_code"":""USA"",""state_code"":""SC"",""state_fips"":""45"",""county_code"":""079"",""county_name"":""RICHLAND"",""population"":""415759""}","{""country_code"":""USA"",""state_code"":""SC"",""state_fips"":""45"",""congressional_code"":""02"",""population"":""717231""}","{""country_code"":""USA"",""state_code"":""SC"",""state_name"":""South Carolina"",""population"":""5148714""}",,,,,
584500,CONT_AWD_0005_9700_SPM44106D0754_9700,0005,contract,C,DELIVERY ORDER,0005,,,158908.00,"4507505335!BEARING,",158908.00,0.00,0.00,2019-09-14 01:24:37.878459+00,"SARGENT AEROSPACE & DEFENSE, LLC",009577768,8415f22b-5ca2-2be0-c33b-7408f2b55573,"{""name"":""SARGENT AEROSPACE & DEFENSE, LLC"",""unique_id"":""009577768"",""hash"":""8415f22b-5ca2-2be0-c33b-7408f2b55573"",""levels"":""{C}""}",003245271,"{category_business,small_business}",2008-05-02,2008,2019-09-11,2008-05-02,2008-07-07,2008-05-02,,0.00,0.00,1219,1219,Department of Defense,Department of Defense,Defense Logistics Agency,Defense Logistics Agency,097,097,97AS,97AS,"{""name"":""Department of Defense"",""code"":""097"",""id"":""1173""}","{""name"":""Defense Logistics Agency"",""code"":""97AS"",""id"":""1173""}",USA,UNITED STATES,AZ,019,PIMA,08,85743,TUCSON,USA,UNITED STATES,AZ,019,PIMA,85719,07,TUCSON,,,,,,J,D,NONE,3120,"BEARINGS, PLAIN, UNMOUNTED",332991,BALL AND ROLLER BEARING MANUFACTURING,"{""country_code"":""USA"",""state_code"":""AZ"",""state_fips"":""04"",""county_code"":""019"",""county_name"":""PIMA"",""population"":""1047279""}","{""country_code"":""USA"",""state_code"":""AZ"",""state_fips"":""04"",""congressional_code"":""08"",""population"":""794820""}","{""country_code"":""USA"",""state_code"":""AZ"",""state_name"":""Arizona"",""population"":""7278717""}","{""country_code"":""USA"",""state_code"":""AZ"",""state_fips"":""04"",""county_code"":""019"",""county_name"":""PIMA"",""population"":""1047279""}","{""country_code"":""USA"",""state_code"":""AZ"",""state_fips"":""04"",""congressional_code"":""07"",""population"":""854749""}","{""country_code"":""USA"",""state_code"":""AZ"",""state_name"":""Arizona"",""population"":""7278717""}",,,,,
599000,CONT_AWD_0005_9700_W81GYE07D0016_9700,0005,contract,C,DO,0005,,,157500.00,REPAIRS & MAINTENANCE,157500.00,0.00,0.00,2020-01-29 21:52:07.36382+00,CENTRAL GULF RAILCAR SERVICES L.L.C.,807936513,90fa8338-47d9-e433-e14f-13529daa2134,"{""name"":""CENTRAL GULF RAILCAR SERVICES L.L.C."",""unique_id"":""807936513"",""hash"":""90fa8338-47d9-e433-e14f-13529daa2134"",""levels"":""{C,R}""}",807936513,"{category_business,small_business}",2008-08-14,2008,2011-12-15,2008-06-12,2008-07-31,2008-06-12,,0.00,0.00,1212,1188,Department of Defense,Department of Defense,USTRANSCOM,Department of the Army,097,097,9776,2100,"{""name"":""Department of Defense"",""code"":""097"",""id"":""1173""}","{""name"":""Department of the Army"",""code"":""2100"",""id"":""1173""}",USA,UNITED STATES,AL,,,01,,MOBILE,USA,UNITED STATES,AL,097,MOBILE,36603,01,MOBILE,,,,,,J,A,NONE,J022,MAINT/REPAIR/REBUILD OF EQUIPMENT- RAILWAY EQUIPMENT,488210,SUPPORT ACTIVITIES FOR RAIL TRANSPORTATION,,"{""country_code"":""USA"",""state_code"":""AL"",""state_fips"":""01"",""congressional_code"":""01"",""population"":""715346""}","{""country_code"":""USA"",""state_code"":""AL"",""state_name"":""Alabama"",""population"":""4903185""}","{""country_code"":""USA"",""state_code"":""AL"",""state_fips"":""01"",""county_code"":""097"",""county_name"":""MOBILE"",""population"":""413210""}","{""country_code"":""USA"",""state_code"":""AL"",""state_fips"":""01"",""congressional_code"":""01"",""population"":""715346""}","{""country_code"":""USA"",""state_code"":""AL"",""state_name"":""Alabama"",""population"":""4903185""}",,,,,
1707000,CONT_AWD_0039_9700_W91GEU05A0014_9700,0039,contract,C,DO,0039,,,154545.00,{PIIN: W27P4A05A0014} IRAQNA PHONES,154545.00,0.00,0.00,2018-02-03 18:54:06.983782+00,MISCELLANEOUS FOREIGN AWARDEES,123456787,,"{""name"":""MISCELLANEOUS FOREIGN AWARDEES"",""unique_id"":""123456787"",""hash"":"""",""levels"":""""}",123456787,"{category_business,foreign_owned,other_than_small_business,special_designations}",2008-03-03,2008,2011-04-13,2008-03-03,2008-03-03,2008-03-03,,0.00,0.00,1188,1188,Department of Defense,Department of Defense,Department of the Army,Department of the Army,097,097,2100,2100,"{""name"":""Department of Defense"",""code"":""097"",""id"":""1173""}","{""name"":""Department of the Army"",""code"":""2100"",""id"":""1173""}",USA,UNITED STATES,VA,,,08,,ARLINGTON,IRQ,IRAQ,,,,,,,,,,,,J,A,NONE,9999,MISCELLANEOUS ITEMS,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,,"{""country_code"":""USA"",""state_code"":""VA"",""state_fips"":""51"",""congressional_code"":""08"",""population"":""795467""}","{""country_code"":""USA"",""state_code"":""VA"",""state_name"":""Virginia"",""population"":""8535519""}",,,,,,,,
38315500,CONT_AWD_W912PB08F0032_9700_GS28F0036J_4730,W912PB08F0032,contract,C,DO,W912PB08F0032,,,153007.43,DELIVERY AND INSTALLATION OF,153007.43,0.00,0.00,2018-02-03 18:54:06.983782+00,ROLAND CARBONE-DEINZER,344819768,99648d4d-6596-4db7-3db4-dfb2db8d5b90,"{""name"":""ROLAND CARBONE-DEINZER"",""unique_id"":""344819768"",""hash"":""99648d4d-6596-4db7-3db4-dfb2db8d5b90"",""levels"":""{C}""}",344819768,"{category_business,other_than_small_business}",2008-08-31,2008,2009-01-14,2008-08-31,2008-10-15,2008-08-31,,0.00,0.00,1188,1188,Department of Defense,Department of Defense,Department of the Army,Department of the Army,097,097,2100,2100,"{""name"":""Department of Defense"",""code"":""097"",""id"":""1173""}","{""name"":""Department of the Army"",""code"":""2100"",""id"":""1173""}",DEU,GERMANY,,,,,,ZIRNDORF,DEU,GERMANY,,,,,,,,,,,,J,A,NONE,7110,OFFICE FURNITURE,337214,OFFICE FURNITURE (EXCEPT WOOD) MANUFACTURING,,,,,,,,,,,
21880000,CONT_AWD_GSRPNNAQ4408_4730_GS30FP0022_4730,GSRPNNAQ4408,contract,C,DO,GSRPNNAQ4408,,,152273.00,"CARRIER,MIN 26FT BED,UNDERLIFT/STABILIZER,MIN 62,000LB GVWR",152273.00,0.00,0.00,2018-02-03 18:54:06.983782+00,JERR-DAN CORPORATION,047518014,1dea8381-4077-cf7f-041d-78ca14804f45,"{""name"":""JERR-DAN CORPORATION"",""unique_id"":""047518014"",""hash"":""1dea8381-4077-cf7f-041d-78ca14804f45"",""levels"":""{C}""}",006070445,"{category_business,small_business}",2008-03-27,2008,2009-10-06,2008-03-27,2008-09-23,2008-03-27,,0.00,0.00,633,1174,General Services Administration,Department of Defense,Federal Acquisition Service,Department of the Navy,047,097,4730,1700,"{""name"":""Department of Defense"",""code"":""097"",""id"":""1173""}","{""name"":""Department of the Navy"",""code"":""1700"",""id"":""1173""}",USA,UNITED STATES,PA,,,09,,GREENCASTLE,USA,UNITED STATES,PA,055,FRANKLIN,17225,09,GREENCASTLE,,,,,,K,CDO,NONE,2320,"TRUCKS AND TRUCK TRACTORS, WHEELED",336112,LIGHT TRUCK AND UTILITY VEHICLE MANUFACTURING,,"{""country_code"":""USA"",""state_code"":""PA"",""state_fips"":""42"",""congressional_code"":""09"",""population"":""702489""}","{""country_code"":""USA"",""state_code"":""PA"",""state_name"":""Pennsylvania"",""population"":""12801989""}","{""country_code"":""USA"",""state_code"":""PA"",""state_fips"":""42"",""county_code"":""055"",""county_name"":""FRANKLIN"",""population"":""155027""}","{""country_code"":""USA"",""state_code"":""PA"",""state_fips"":""42"",""congressional_code"":""09"",""population"":""702489""}","{""country_code"":""USA"",""state_code"":""PA"",""state_name"":""Pennsylvania"",""population"":""12801989""}",,,,,
2337500,CONT_AWD_00A1_9700_N0018907A0006_9700,00A1,contract,C,DO,00A1,,,150630.00,LOUNGE CHAIRS,150630.00,0.00,0.00,2018-02-03 18:54:06.983782+00,"J SQUARED, INC.",617313614,e4b7d278-a53e-dcb1-36f8-5c7a0f65729d,"{""name"":""J SQUARED, INC."",""unique_id"":""617313614"",""hash"":""e4b7d278-a53e-dcb1-36f8-5c7a0f65729d"",""levels"":""{C}""}",617313614,"{category_business,other_than_small_business}",2008-06-10,2008,2008-06-10,2008-02-28,2008-09-08,2008-02-28,,0.00,0.00,1174,1174,Department of Defense,Department of Defense,Department of the Navy,Department of the Navy,097,097,1700,1700,"{""name"":""Department of Defense"",""code"":""097"",""id"":""1173""}","{""name"":""Department of the Navy"",""code"":""1700"",""id"":""1173""}",USA,UNITED STATES,IN,,,07,,INDIANAPOLIS,USA,UNITED STATES,FL,033,ESCAMBIA,32508,01,PENSACOLA,,,,,,J,D,NONE,7290,MISCELLANEOUS HOUSEHOLD AND COMMERCIAL FURNISHINGS AND APPLIANCES,442110,FURNITURE STORES,,"{""country_code"":""USA"",""state_code"":""IN"",""state_fips"":""18"",""congressional_code"":""07"",""population"":""760466""}","{""country_code"":""USA"",""state_code"":""IN"",""state_name"":""Indiana"",""population"":""6732219""}","{""country_code"":""USA"",""state_code"":""FL"",""state_fips"":""12"",""county_code"":""033"",""county_name"":""ESCAMBIA"",""population"":""318316""}","{""country_code"":""USA"",""state_code"":""FL"",""state_fips"":""12"",""congressional_code"":""01"",""population"":""784532""}","{""country_code"":""USA"",""state_code"":""FL"",""state_name"":""Florida"",""population"":""21477737""}",,,,,
25404000,CONT_AWD_L802_9700_N0002405G4417_9700,L802,contract,C,DO,L802,,,149418.00,200608!429049!1700!N62789!SUPERVISOR SHIPBUILDING CONVERSI!N0002405G4417  !A!N! !N!L802         !      !20060316!20061212!963737366!963737366!001381284!N!ELECTRIC BOAT CORPORATION     !75 EASTERN POINT RD       !GROTON              !CT!06340!34180!011!09!GROTON              !NEW LONDON            !CONN      !+000000149418!N!N!000000000000!1904!SUBMARINES                                        !A3 !SHIPS                               !000 !NOT DISCERNABLE               !336611!E! !4! !S! ! ! !99990909!B! ! !N!Z!D!U!J!1!001!N!1A!Z!N!Z! !  !N!C!N! ! ! !A!A!A!A!000!A!B!N! ! ! ! !1700!N62789!0001! !,149418.00,0.00,0.00,2020-02-24 01:48:24.690862+00,ELECTRIC BOAT CORPORATION,963737366,48d94623-87b6-5fc0-2f4f-d616b21d9478,"{""name"":""ELECTRIC BOAT CORPORATION"",""unique_id"":""963737366"",""hash"":""48d94623-87b6-5fc0-2f4f-d616b21d9478"",""levels"":""{C}""}",001381284,"{category_business,other_than_small_business}",2007-11-07,2008,2008-03-07,2006-03-16,2006-12-12,2006-03-16,,0.00,0.00,1174,1174,Department of Defense,Department of Defense,Department of the Navy,Department of the Navy,097,097,1700,1700,"{""name"":""Department of Defense"",""code"":""097"",""id"":""1173""}","{""name"":""Department of the Navy"",""code"":""1700"",""id"":""1173""}",USA,UNITED STATES,CT,,,02,,GROTON,USA,UNITED STATES,CT,011,NEW LONDON,06340,02,GROTON,,,,,,J,C,NONE,1904,SUBMARINES,336611,SHIP BUILDING AND REPAIRING,,"{""country_code"":""USA"",""state_code"":""CT"",""state_fips"":""09"",""congressional_code"":""02"",""population"":""699657""}","{""country_code"":""USA"",""state_code"":""CT"",""state_name"":""Connecticut"",""population"":""3565287""}","{""country_code"":""USA"",""state_code"":""CT"",""state_fips"":""09"",""county_code"":""011"",""county_name"":""NEW LONDON"",""population"":""265206""}","{""country_code"":""USA"",""state_code"":""CT"",""state_fips"":""09"",""congressional_code"":""02"",""population"":""699657""}","{""country_code"":""USA"",""state_code"":""CT"",""state_name"":""Connecticut"",""population"":""3565287""}",,,,,
14828000,CONT_AWD_FA486107FC006_9700_GS35F0470K_4730,FA486107FC006,contract,C,DO,FA486107FC006,,,146116.00,SIMULATOR INSTRUCTOR-TECHNICIAN FOR 6CTS,146116.00,0.00,0.00,2020-03-17 00:43:59.620034+00,"C2 TECHNOLOGIES, INC.",807021241,ef05d5eb-9615-f1d9-3a65-0ced0d7f9d80,"{""name"":""C2 TECHNOLOGIES, INC."",""unique_id"":""807021241"",""hash"":""ef05d5eb-9615-f1d9-3a65-0ced0d7f9d80"",""levels"":""{C,R}""}",807021241,"{category_business,minority_owned_business,self_certified_small_disadvanted_business,small_business,small_disadvantaged_business,special_designations,subcontinent_asian_indian_american_owned_business,woman_owned_business}",2008-04-04,2008,2008-10-06,2007-09-24,2008-09-27,2007-09-24,,0.00,0.00,1196,1196,Department of Defense,Department of Defense,Department of the Air Force,Department of the Air Force,097,097,5700,5700,"{""name"":""Department of Defense"",""code"":""097"",""id"":""1173""}","{""name"":""Department of the Air Force"",""code"":""5700"",""id"":""1173""}",USA,UNITED STATES,VA,,,08,,VIENNA,USA,UNITED STATES,NV,003,CLARK,89191,02,NELLIS AFB,,,,,,J,A,NONE,U099,EDUCATION/TRAINING- OTHER,541519,OTHER COMPUTER RELATED SERVICES,,"{""country_code"":""USA"",""state_code"":""VA"",""state_fips"":""51"",""congressional_code"":""08"",""population"":""795467""}","{""country_code"":""USA"",""state_code"":""VA"",""state_name"":""Virginia"",""population"":""8535519""}","{""country_code"":""USA"",""state_code"":""NV"",""state_fips"":""32"",""county_code"":""003"",""county_name"":""CLARK"",""population"":""2266715""}","{""country_code"":""USA"",""state_code"":""NV"",""state_fips"":""32"",""congressional_code"":""02"",""population"":""729771""}","{""country_code"":""USA"",""state_code"":""NV"",""state_name"":""Nevada"",""population"":""3080156""}",,,,,
25752000,CONT_AWD_MCITWD0599HAW_9700_DCA20000D5000_9700,MCITWD0599HAW,contract,C,DO,MCITWD0599HAW,,,144408.00,DELIVERY/TASK ORDER (CSA) MCIT W D0599 HAW,144408.00,0.00,0.00,2018-02-03 18:54:06.983782+00,VERIZON BUSINESS NETWORK SERVICES INC.,556565836,b7d7944e-6fad-b46f-1f92-57f451d89c96,"{""name"":""VERIZON BUSINESS NETWORK SERVICES INC."",""unique_id"":""556565836"",""hash"":""b7d7944e-6fad-b46f-1f92-57f451d89c96"",""levels"":""{C}""}",107212169,"{category_business,other_than_small_business}",2008-08-06,2008,2010-09-20,2008-08-06,2008-09-06,2008-08-06,,0.00,0.00,1217,1217,Department of Defense,Department of Defense,Defense Information Systems Agency,Defense Information Systems Agency,097,097,97AK,97AK,"{""name"":""Department of Defense"",""code"":""097"",""id"":""1173""}","{""name"":""Defense Information Systems Agency"",""code"":""97AK"",""id"":""1173""}",USA,UNITED STATES,VA,,,08,,MC LEAN,USA,UNITED STATES,VA,059,FAIRFAX,22182,11,VIENNA,,,,,,K,A,NONE,D304,IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION,,,,"{""country_code"":""USA"",""state_code"":""VA"",""state_fips"":""51"",""congressional_code"":""08"",""population"":""795467""}","{""country_code"":""USA"",""state_code"":""VA"",""state_name"":""Virginia"",""population"":""8535519""}","{""country_code"":""USA"",""state_code"":""VA"",""state_fips"":""51"",""county_code"":""059"",""county_name"":""FAIRFAX"",""population"":""1147532""}","{""country_code"":""USA"",""state_code"":""VA"",""state_fips"":""51"",""congressional_code"":""11"",""population"":""798464""}","{""country_code"":""USA"",""state_code"":""VA"",""state_name"":""Virginia"",""population"":""8535519""}",,,,,
24637000,CONT_AWD_ING6010H00016_1434_ING06HQBP0010_1434,ING6010H00016,contract,A,BPA,ING6010H00016,,,141473.00,,141473.00,0.00,0.00,2018-02-03 18:54:06.983782+00,"AQUILENT, INC.",103402272,b1c41f8b-c701-b0ef-1435-2832e4e58ecc,"{""name"":""AQUILENT, INC."",""unique_id"":""103402272"",""hash"":""b1c41f8b-c701-b0ef-1435-2832e4e58ecc"",""levels"":""{C}""}",103402272,"{category_business,other_than_small_business}",2008-09-15,2008,2011-06-25,2008-06-16,2009-09-30,2008-06-12,,0.00,0.00,233,,Department of the Interior,,U.S. Geological Survey,,014,,1434,,,,USA,UNITED STATES,MD,,,05,,LAUREL,USA,UNITED STATES,MD,033,PRINCE GEORGE'S,20707,05,LAUREL,,,,,,NO,A,NONE,D313,IT AND TELECOM- COMPUTER AIDED DESIGN/COMPUTER AIDED MANUFACTURING (CAD/CAM),541512,COMPUTER SYSTEMS DESIGN SERVICES,,"{""country_code"":""USA"",""state_code"":""MD"",""state_fips"":""24"",""congressional_code"":""05"",""population"":""757621""}","{""country_code"":""USA"",""state_code"":""MD"",""state_name"":""Maryland"",""population"":""6045680""}","{""country_code"":""USA"",""state_code"":""MD"",""state_fips"":""24"",""county_code"":""033"",""county_name"":""PRINCE GEORGE'S"",""population"":""909327""}","{""country_code"":""USA"",""state_code"":""MD"",""state_fips"":""24"",""congressional_code"":""05"",""population"":""757621""}","{""country_code"":""USA"",""state_code"":""MD"",""state_name"":""Maryland"",""population"":""6045680""}",,,,,
